FIPS,Tract,County,State,measure,value
51041100106,Census Tract 1001.06,Chesterfield County,Virginia,Insurance Coverage,0.9086188992731049
51041100107,Census Tract 1001.07,Chesterfield County,Virginia,Insurance Coverage,0.8470883954754922
51041100206,Census Tract 1002.06,Chesterfield County,Virginia,Insurance Coverage,0.8469920196439533
51041100208,Census Tract 1002.08,Chesterfield County,Virginia,Insurance Coverage,0.9540084388185655
51041100209,Census Tract 1002.09,Chesterfield County,Virginia,Insurance Coverage,0.8859556494192186
51041100210,Census Tract 1002.10,Chesterfield County,Virginia,Insurance Coverage,0.8243037974683545
51041100211,Census Tract 1002.11,Chesterfield County,Virginia,Insurance Coverage,0.8511367175334786
51041100212,Census Tract 1002.12,Chesterfield County,Virginia,Insurance Coverage,0.8786081455120601
51041100300,Census Tract 1003,Chesterfield County,Virginia,Insurance Coverage,0.6925188743994509
51041100403,Census Tract 1004.03,Chesterfield County,Virginia,Insurance Coverage,0.887115165336374
51041100404,Census Tract 1004.04,Chesterfield County,Virginia,Insurance Coverage,0.6905864197530864
51041100405,Census Tract 1004.05,Chesterfield County,Virginia,Insurance Coverage,0.6819656930922577
51041100406,Census Tract 1004.06,Chesterfield County,Virginia,Insurance Coverage,0.8676888131743328
51041100407,Census Tract 1004.07,Chesterfield County,Virginia,Insurance Coverage,0.8327714093054619
51041100409,Census Tract 1004.09,Chesterfield County,Virginia,Insurance Coverage,0.9703111618612618
51041100410,Census Tract 1004.10,Chesterfield County,Virginia,Insurance Coverage,0.9653010033444817
51041100505,Census Tract 1005.05,Chesterfield County,Virginia,Insurance Coverage,0.9642097802976612
51041100506,Census Tract 1005.06,Chesterfield County,Virginia,Insurance Coverage,0.8903005887821506
51041100507,Census Tract 1005.07,Chesterfield County,Virginia,Insurance Coverage,0.9402002861230329
51041100508,Census Tract 1005.08,Chesterfield County,Virginia,Insurance Coverage,0.9312765564382043
51041100509,Census Tract 1005.09,Chesterfield County,Virginia,Insurance Coverage,0.9612970711297071
51041100510,Census Tract 1005.10,Chesterfield County,Virginia,Insurance Coverage,0.9502137289414131
51041100600,Census Tract 1006,Chesterfield County,Virginia,Insurance Coverage,0.916920990166158
51041100701,Census Tract 1007.01,Chesterfield County,Virginia,Insurance Coverage,0.9609045611345343
51041100702,Census Tract 1007.02,Chesterfield County,Virginia,Insurance Coverage,0.9543786051389617
51041100704,Census Tract 1007.04,Chesterfield County,Virginia,Insurance Coverage,0.9481052828075416
51041100705,Census Tract 1007.05,Chesterfield County,Virginia,Insurance Coverage,0.906035141329259
51041100804,Census Tract 1008.04,Chesterfield County,Virginia,Insurance Coverage,0.8740191804707934
51041100805,Census Tract 1008.05,Chesterfield County,Virginia,Insurance Coverage,0.8622826304217469
51041100806,Census Tract 1008.06,Chesterfield County,Virginia,Insurance Coverage,0.7238694219826295
51041100807,Census Tract 1008.07,Chesterfield County,Virginia,Insurance Coverage,0.7925683952633729
51041100812,Census Tract 1008.12,Chesterfield County,Virginia,Insurance Coverage,0.914795008912656
51041100814,Census Tract 1008.14,Chesterfield County,Virginia,Insurance Coverage,0.8655001305823975
51041100815,Census Tract 1008.15,Chesterfield County,Virginia,Insurance Coverage,0.8888403263403264
51041100816,Census Tract 1008.16,Chesterfield County,Virginia,Insurance Coverage,0.8955096829112578
51041100817,Census Tract 1008.17,Chesterfield County,Virginia,Insurance Coverage,0.7480748074807481
51041100818,Census Tract 1008.18,Chesterfield County,Virginia,Insurance Coverage,0.9763930242450021
51041100819,Census Tract 1008.19,Chesterfield County,Virginia,Insurance Coverage,0.9176954732510288
51041100820,Census Tract 1008.20,Chesterfield County,Virginia,Insurance Coverage,0.8895335862530686
51041100821,Census Tract 1008.21,Chesterfield County,Virginia,Insurance Coverage,0.976143576274896
51041100822,Census Tract 1008.22,Chesterfield County,Virginia,Insurance Coverage,0.969551547244746
51041100823,Census Tract 1008.23,Chesterfield County,Virginia,Insurance Coverage,0.9725408411539799
51041100902,Census Tract 1009.02,Chesterfield County,Virginia,Insurance Coverage,0.9728930507639231
51041100907,Census Tract 1009.07,Chesterfield County,Virginia,Insurance Coverage,0.9524596940884663
51041100910,Census Tract 1009.10,Chesterfield County,Virginia,Insurance Coverage,0.9343705293276109
51041100912,Census Tract 1009.12,Chesterfield County,Virginia,Insurance Coverage,0.9483049547476606
51041100915,Census Tract 1009.15,Chesterfield County,Virginia,Insurance Coverage,0.8711610486891386
51041100919,Census Tract 1009.19,Chesterfield County,Virginia,Insurance Coverage,0.9303571428571429
51041100920,Census Tract 1009.20,Chesterfield County,Virginia,Insurance Coverage,0.8920817369093231
51041100921,Census Tract 1009.21,Chesterfield County,Virginia,Insurance Coverage,0.9358262573481385
51041100922,Census Tract 1009.22,Chesterfield County,Virginia,Insurance Coverage,0.9321628092577813
51041100923,Census Tract 1009.23,Chesterfield County,Virginia,Insurance Coverage,0.8908663532572196
51041100924,Census Tract 1009.24,Chesterfield County,Virginia,Insurance Coverage,0.9715344121661142
51041100926,Census Tract 1009.26,Chesterfield County,Virginia,Insurance Coverage,0.9980052171244438
51041100928,Census Tract 1009.28,Chesterfield County,Virginia,Insurance Coverage,0.9648609077598829
51041100929,Census Tract 1009.29,Chesterfield County,Virginia,Insurance Coverage,0.9762340036563071
51041100930,Census Tract 1009.30,Chesterfield County,Virginia,Insurance Coverage,0.9858591248665955
51041100931,Census Tract 1009.31,Chesterfield County,Virginia,Insurance Coverage,0.9942411294817016
51041100932,Census Tract 1009.32,Chesterfield County,Virginia,Insurance Coverage,0.9500456899177582
51041100933,Census Tract 1009.33,Chesterfield County,Virginia,Insurance Coverage,0.895452918009309
51041100934,Census Tract 1009.34,Chesterfield County,Virginia,Insurance Coverage,0.9265966046887631
51041100935,Census Tract 1009.35,Chesterfield County,Virginia,Insurance Coverage,0.992235670244348
51041100936,Census Tract 1009.36,Chesterfield County,Virginia,Insurance Coverage,0.982051903953432
51041100937,Census Tract 1009.37,Chesterfield County,Virginia,Insurance Coverage,0.9484481851657023
51041100938,Census Tract 1009.38,Chesterfield County,Virginia,Insurance Coverage,0.9877255431447158
51041101003,Census Tract 1010.03,Chesterfield County,Virginia,Insurance Coverage,0.9412712623097583
51041101004,Census Tract 1010.04,Chesterfield County,Virginia,Insurance Coverage,0.9231704844921954
51041101007,Census Tract 1010.07,Chesterfield County,Virginia,Insurance Coverage,0.9364011619018499
51041101008,Census Tract 1010.08,Chesterfield County,Virginia,Insurance Coverage,0.9535129424194401
51041101009,Census Tract 1010.09,Chesterfield County,Virginia,Insurance Coverage,0.9655906747366061
51041101011,Census Tract 1010.11,Chesterfield County,Virginia,Insurance Coverage,0.9896459585838343
51041101012,Census Tract 1010.12,Chesterfield County,Virginia,Insurance Coverage,0.9351971857063507
51041101013,Census Tract 1010.13,Chesterfield County,Virginia,Insurance Coverage,0.9748361730013106
51041101014,Census Tract 1010.14,Chesterfield County,Virginia,Insurance Coverage,0.940852314474651
51041101015,Census Tract 1010.15,Chesterfield County,Virginia,Insurance Coverage,0.9560117302052786
51049930101,Census Tract 9301.01,Cumberland County,Virginia,Insurance Coverage,0.9501287001287001
51049930102,Census Tract 9301.02,Cumberland County,Virginia,Insurance Coverage,0.8581375108790252
51049930200,Census Tract 9302,Cumberland County,Virginia,Insurance Coverage,0.896551724137931
51053840101,Census Tract 8401.01,Dinwiddie County,Virginia,Insurance Coverage,0.8905940594059406
51053840102,Census Tract 8401.02,Dinwiddie County,Virginia,Insurance Coverage,0.9228368794326242
51053840200,Census Tract 8402,Dinwiddie County,Virginia,Insurance Coverage,0.9672678690714763
51053840300,Census Tract 8403,Dinwiddie County,Virginia,Insurance Coverage,0.9625711960943857
51053840400,Census Tract 8404,Dinwiddie County,Virginia,Insurance Coverage,0.9621212121212122
51053840500,Census Tract 8405,Dinwiddie County,Virginia,Insurance Coverage,0.8989247311827957
51053840601,Census Tract 8406.01,Dinwiddie County,Virginia,Insurance Coverage,0.9276838966202783
51053840602,Census Tract 8406.02,Dinwiddie County,Virginia,Insurance Coverage,0.9747493501670998
51053980100,Census Tract 9801,Dinwiddie County,Virginia,Insurance Coverage,
51057950600,Census Tract 9506,Essex County,Virginia,Insurance Coverage,0.9218365673681334
51057950700,Census Tract 9507,Essex County,Virginia,Insurance Coverage,0.8974583698510079
51057950800,Census Tract 9508,Essex County,Virginia,Insurance Coverage,0.8750726321905868
51073100101,Census Tract 1001.01,Gloucester County,Virginia,Insurance Coverage,0.923185341789993
51073100102,Census Tract 1001.02,Gloucester County,Virginia,Insurance Coverage,0.9078212290502793
51073100201,Census Tract 1002.01,Gloucester County,Virginia,Insurance Coverage,0.9651833922919382
51073100202,Census Tract 1002.02,Gloucester County,Virginia,Insurance Coverage,0.9596659197392544
51073100203,Census Tract 1002.03,Gloucester County,Virginia,Insurance Coverage,0.9044992743105951
51073100301,Census Tract 1003.01,Gloucester County,Virginia,Insurance Coverage,0.9552641034854473
51073100302,Census Tract 1003.02,Gloucester County,Virginia,Insurance Coverage,0.9570940170940171
51073100400,Census Tract 1004,Gloucester County,Virginia,Insurance Coverage,0.9153365718251214
51073100500,Census Tract 1005,Gloucester County,Virginia,Insurance Coverage,0.9485794787508804
51075400101,Census Tract 4001.01,Goochland County,Virginia,Insurance Coverage,0.9808158319870759
51075400102,Census Tract 4001.02,Goochland County,Virginia,Insurance Coverage,0.9739283028327902
51075400200,Census Tract 4002,Goochland County,Virginia,Insurance Coverage,0.9453807106598985
51075400300,Census Tract 4003,Goochland County,Virginia,Insurance Coverage,0.8115942028985508
51075400400,Census Tract 4004,Goochland County,Virginia,Insurance Coverage,0.9738349885408709
51075400500,Census Tract 4005,Goochland County,Virginia,Insurance Coverage,0.9279475982532751
51081880101,Census Tract 8801.01,Greensville County,Virginia,Insurance Coverage,0.9105756358768406
51081880102,Census Tract 8801.02,Greensville County,Virginia,Insurance Coverage,
51081880200,Census Tract 8802,Greensville County,Virginia,Insurance Coverage,0.8814942035208244
51083930100,Census Tract 9301,Halifax County,Virginia,Insurance Coverage,0.89824
51083930202,Census Tract 9302.02,Halifax County,Virginia,Insurance Coverage,0.9514483884128927
51083930203,Census Tract 9302.03,Halifax County,Virginia,Insurance Coverage,0.9862958484482064
51083930204,Census Tract 9302.04,Halifax County,Virginia,Insurance Coverage,0.902102973168963
51083930301,Census Tract 9303.01,Halifax County,Virginia,Insurance Coverage,0.9616557734204793
51083930302,Census Tract 9303.02,Halifax County,Virginia,Insurance Coverage,0.94457726581178
51083930400,Census Tract 9304,Halifax County,Virginia,Insurance Coverage,0.8669871794871795
51083930500,Census Tract 9305,Halifax County,Virginia,Insurance Coverage,0.8891631695877561
51083930601,Census Tract 9306.01,Halifax County,Virginia,Insurance Coverage,0.9337038507344184
51083930602,Census Tract 9306.02,Halifax County,Virginia,Insurance Coverage,0.9620018535681186
51083930800,Census Tract 9308,Halifax County,Virginia,Insurance Coverage,0.9016781411359724
51085320100,Census Tract 3201,Hanover County,Virginia,Insurance Coverage,0.922605087497745
51085320200,Census Tract 3202,Hanover County,Virginia,Insurance Coverage,0.9165751920965971
51085320300,Census Tract 3203,Hanover County,Virginia,Insurance Coverage,0.9410029498525073
51085320400,Census Tract 3204,Hanover County,Virginia,Insurance Coverage,0.9426400759734093
51085320500,Census Tract 3205,Hanover County,Virginia,Insurance Coverage,0.9443908711025394
51085320601,Census Tract 3206.01,Hanover County,Virginia,Insurance Coverage,0.9437693099897013
51085320602,Census Tract 3206.02,Hanover County,Virginia,Insurance Coverage,0.8056548586285343
51085320701,Census Tract 3207.01,Hanover County,Virginia,Insurance Coverage,0.9674606550404083
51085320702,Census Tract 3207.02,Hanover County,Virginia,Insurance Coverage,0.9909176323207015
51085320801,Census Tract 3208.01,Hanover County,Virginia,Insurance Coverage,0.9899785254115963
51085320803,Census Tract 3208.03,Hanover County,Virginia,Insurance Coverage,0.993968117190866
51085320804,Census Tract 3208.04,Hanover County,Virginia,Insurance Coverage,0.9515418502202643
51085320805,Census Tract 3208.05,Hanover County,Virginia,Insurance Coverage,0.9366240097501524
51085320901,Census Tract 3209.01,Hanover County,Virginia,Insurance Coverage,0.9610453648915187
51085320902,Census Tract 3209.02,Hanover County,Virginia,Insurance Coverage,0.9519763575914296
51085321001,Census Tract 3210.01,Hanover County,Virginia,Insurance Coverage,0.9374811235276351
51085321003,Census Tract 3210.03,Hanover County,Virginia,Insurance Coverage,0.9656652360515021
51085321004,Census Tract 3210.04,Hanover County,Virginia,Insurance Coverage,0.9864320542717829
51085321100,Census Tract 3211,Hanover County,Virginia,Insurance Coverage,0.9366303121474239
51085321201,Census Tract 3212.01,Hanover County,Virginia,Insurance Coverage,0.9669421487603306
51085321202,Census Tract 3212.02,Hanover County,Virginia,Insurance Coverage,0.9152102031176192
51085321300,Census Tract 3213,Hanover County,Virginia,Insurance Coverage,0.9740437158469946
51085321401,Census Tract 3214.01,Hanover County,Virginia,Insurance Coverage,0.9663835810332626
51085321402,Census Tract 3214.02,Hanover County,Virginia,Insurance Coverage,0.9766839378238342
51085321403,Census Tract 3214.03,Hanover County,Virginia,Insurance Coverage,0.9691094314820901
51087200106,Census Tract 2001.06,Henrico County,Virginia,Insurance Coverage,0.8552604905736874
51087200108,Census Tract 2001.08,Henrico County,Virginia,Insurance Coverage,0.9832577607254971
51087200109,Census Tract 2001.09,Henrico County,Virginia,Insurance Coverage,1.0
51087200122,Census Tract 2001.22,Henrico County,Virginia,Insurance Coverage,0.9748045178105995
51087200123,Census Tract 2001.23,Henrico County,Virginia,Insurance Coverage,0.9482445520581114
51087200124,Census Tract 2001.24,Henrico County,Virginia,Insurance Coverage,0.9362209417842241
51087200125,Census Tract 2001.25,Henrico County,Virginia,Insurance Coverage,0.9046177138531416
51087200126,Census Tract 2001.26,Henrico County,Virginia,Insurance Coverage,0.8892566957568462
51087200127,Census Tract 2001.27,Henrico County,Virginia,Insurance Coverage,0.9616718982322815
51087200131,Census Tract 2001.31,Henrico County,Virginia,Insurance Coverage,0.8818938605619147
51087200132,Census Tract 2001.32,Henrico County,Virginia,Insurance Coverage,0.8856866069266166
51087200133,Census Tract 2001.33,Henrico County,Virginia,Insurance Coverage,0.9771535580524344
51087200134,Census Tract 2001.34,Henrico County,Virginia,Insurance Coverage,0.9247830279652844
51087200135,Census Tract 2001.35,Henrico County,Virginia,Insurance Coverage,0.9724203518782691
51087200136,Census Tract 2001.36,Henrico County,Virginia,Insurance Coverage,0.9830966869506423
51087200137,Census Tract 2001.37,Henrico County,Virginia,Insurance Coverage,1.0
51087200138,Census Tract 2001.38,Henrico County,Virginia,Insurance Coverage,0.8900662251655629
51087200139,Census Tract 2001.39,Henrico County,Virginia,Insurance Coverage,0.9863047199804353
51087200140,Census Tract 2001.40,Henrico County,Virginia,Insurance Coverage,1.0
51087200141,Census Tract 2001.41,Henrico County,Virginia,Insurance Coverage,0.9677881173944166
51087200142,Census Tract 2001.42,Henrico County,Virginia,Insurance Coverage,0.9739659367396594
51087200143,Census Tract 2001.43,Henrico County,Virginia,Insurance Coverage,1.0
51087200144,Census Tract 2001.44,Henrico County,Virginia,Insurance Coverage,0.9608656981915209
51087200145,Census Tract 2001.45,Henrico County,Virginia,Insurance Coverage,0.9740943128921271
51087200146,Census Tract 2001.46,Henrico County,Virginia,Insurance Coverage,0.9819130434782609
51087200147,Census Tract 2001.47,Henrico County,Virginia,Insurance Coverage,0.9768690095846645
51087200148,Census Tract 2001.48,Henrico County,Virginia,Insurance Coverage,0.9783127304272392
51087200149,Census Tract 2001.49,Henrico County,Virginia,Insurance Coverage,0.9748971193415638
51087200150,Census Tract 2001.50,Henrico County,Virginia,Insurance Coverage,0.953347329134593
51087200151,Census Tract 2001.51,Henrico County,Virginia,Insurance Coverage,0.9450751252086811
51087200152,Census Tract 2001.52,Henrico County,Virginia,Insurance Coverage,0.9913294797687862
51087200153,Census Tract 2001.53,Henrico County,Virginia,Insurance Coverage,0.8471189591078067
51087200201,Census Tract 2002.01,Henrico County,Virginia,Insurance Coverage,0.9729248307801924
51087200202,Census Tract 2002.02,Henrico County,Virginia,Insurance Coverage,0.9763079960513327
51087200301,Census Tract 2003.01,Henrico County,Virginia,Insurance Coverage,0.874326750448833
51087200302,Census Tract 2003.02,Henrico County,Virginia,Insurance Coverage,0.9386259541984733
51087200303,Census Tract 2003.03,Henrico County,Virginia,Insurance Coverage,0.8650819145518792
51087200305,Census Tract 2003.05,Henrico County,Virginia,Insurance Coverage,0.9233160621761658
51087200404,Census Tract 2004.04,Henrico County,Virginia,Insurance Coverage,0.8651436993367723
51087200407,Census Tract 2004.07,Henrico County,Virginia,Insurance Coverage,0.8795427401467326
51087200409,Census Tract 2004.09,Henrico County,Virginia,Insurance Coverage,0.7491652754590985
51087200411,Census Tract 2004.11,Henrico County,Virginia,Insurance Coverage,0.9258230860769536
51087200412,Census Tract 2004.12,Henrico County,Virginia,Insurance Coverage,0.8097585017249876
51087200413,Census Tract 2004.13,Henrico County,Virginia,Insurance Coverage,0.9249543795620438
51087200414,Census Tract 2004.14,Henrico County,Virginia,Insurance Coverage,0.9311682016480853
51087200415,Census Tract 2004.15,Henrico County,Virginia,Insurance Coverage,0.9954110898661568
51087200416,Census Tract 2004.16,Henrico County,Virginia,Insurance Coverage,0.9685890834191555
51087200417,Census Tract 2004.17,Henrico County,Virginia,Insurance Coverage,0.8598875351452671
51087200418,Census Tract 2004.18,Henrico County,Virginia,Insurance Coverage,0.7919161676646707
51087200501,Census Tract 2005.01,Henrico County,Virginia,Insurance Coverage,0.8767657087189479
51087200502,Census Tract 2005.02,Henrico County,Virginia,Insurance Coverage,0.7987360233349539
51087200503,Census Tract 2005.03,Henrico County,Virginia,Insurance Coverage,0.9321955719557196
51087200600,Census Tract 2006,Henrico County,Virginia,Insurance Coverage,0.8351010606363818
51087200700,Census Tract 2007,Henrico County,Virginia,Insurance Coverage,0.9210677382319173
51087200801,Census Tract 2008.01,Henrico County,Virginia,Insurance Coverage,0.9265447667087011
51087200802,Census Tract 2008.02,Henrico County,Virginia,Insurance Coverage,0.9256912442396313
51087200805,Census Tract 2008.05,Henrico County,Virginia,Insurance Coverage,0.8780487804878049
51087200806,Census Tract 2008.06,Henrico County,Virginia,Insurance Coverage,0.91357485814055
51087200807,Census Tract 2008.07,Henrico County,Virginia,Insurance Coverage,0.8801331853496115
51087200904,Census Tract 2009.04,Henrico County,Virginia,Insurance Coverage,0.933692634329577
51087200905,Census Tract 2009.05,Henrico County,Virginia,Insurance Coverage,0.9208453410182517
51087200906,Census Tract 2009.06,Henrico County,Virginia,Insurance Coverage,0.9357650837348016
51087200907,Census Tract 2009.07,Henrico County,Virginia,Insurance Coverage,0.9824434824434825
51087200908,Census Tract 2009.08,Henrico County,Virginia,Insurance Coverage,0.8554216867469879
51087201001,Census Tract 2010.01,Henrico County,Virginia,Insurance Coverage,0.9483287335173259
51087201002,Census Tract 2010.02,Henrico County,Virginia,Insurance Coverage,0.9355608591885441
51087201003,Census Tract 2010.03,Henrico County,Virginia,Insurance Coverage,0.9599822799763733
51087201102,Census Tract 2011.02,Henrico County,Virginia,Insurance Coverage,0.9235057983942908
51087201103,Census Tract 2011.03,Henrico County,Virginia,Insurance Coverage,0.8864523881045359
51087201104,Census Tract 2011.04,Henrico County,Virginia,Insurance Coverage,0.892809587217044
51087201203,Census Tract 2012.03,Henrico County,Virginia,Insurance Coverage,0.9463632669646486
51087201204,Census Tract 2012.04,Henrico County,Virginia,Insurance Coverage,0.9489597780859916
51087201205,Census Tract 2012.05,Henrico County,Virginia,Insurance Coverage,0.8918527109307045
51087201206,Census Tract 2012.06,Henrico County,Virginia,Insurance Coverage,0.9689774032937571
51087201403,Census Tract 2014.03,Henrico County,Virginia,Insurance Coverage,0.9565137614678899
51087201404,Census Tract 2014.04,Henrico County,Virginia,Insurance Coverage,0.9627927336397462
51087201405,Census Tract 2014.05,Henrico County,Virginia,Insurance Coverage,0.9676334594367382
51087201406,Census Tract 2014.06,Henrico County,Virginia,Insurance Coverage,0.9285329018338727
51087201502,Census Tract 2015.02,Henrico County,Virginia,Insurance Coverage,0.955288985823337
51087201503,Census Tract 2015.03,Henrico County,Virginia,Insurance Coverage,0.9580116738843909
51087201504,Census Tract 2015.04,Henrico County,Virginia,Insurance Coverage,0.8982428533962759
51087201601,Census Tract 2016.01,Henrico County,Virginia,Insurance Coverage,0.9132624510352546
51087201602,Census Tract 2016.02,Henrico County,Virginia,Insurance Coverage,0.914991961414791
51087201701,Census Tract 2017.01,Henrico County,Virginia,Insurance Coverage,0.8554421768707483
51087980100,Census Tract 9801,Henrico County,Virginia,Insurance Coverage,
51089010100,Census Tract 101,Henry County,Virginia,Insurance Coverage,0.8508437670114317
51089010200,Census Tract 102,Henry County,Virginia,Insurance Coverage,0.9426423200859291
51089010300,Census Tract 103,Henry County,Virginia,Insurance Coverage,0.9198266522210184
51089010400,Census Tract 104,Henry County,Virginia,Insurance Coverage,0.9317226890756303
51089010500,Census Tract 105,Henry County,Virginia,Insurance Coverage,0.9528276601447333
51089010601,Census Tract 106.01,Henry County,Virginia,Insurance Coverage,0.8230597253273715
51089010602,Census Tract 106.02,Henry County,Virginia,Insurance Coverage,0.9525186791998072
51089010700,Census Tract 107,Henry County,Virginia,Insurance Coverage,0.943011397720456
51089010800,Census Tract 108,Henry County,Virginia,Insurance Coverage,0.9445544554455445
51089010900,Census Tract 109,Henry County,Virginia,Insurance Coverage,0.9101592115238817
51089011000,Census Tract 110,Henry County,Virginia,Insurance Coverage,0.8880715705765407
51089011100,Census Tract 111,Henry County,Virginia,Insurance Coverage,0.9155844155844156
51089011200,Census Tract 112,Henry County,Virginia,Insurance Coverage,0.9006574141709277
51089011300,Census Tract 113,Henry County,Virginia,Insurance Coverage,0.8708487084870848
51093280101,Census Tract 2801.01,Isle Of Wight County,Virginia,Insurance Coverage,0.9294890947116821
51093280104,Census Tract 2801.04,Isle Of Wight County,Virginia,Insurance Coverage,0.9819587628865979
51093280105,Census Tract 2801.05,Isle Of Wight County,Virginia,Insurance Coverage,0.959127488352393
51093280106,Census Tract 2801.06,Isle Of Wight County,Virginia,Insurance Coverage,0.9504981320049813
51093280107,Census Tract 2801.07,Isle Of Wight County,Virginia,Insurance Coverage,0.8833785354513755
51093280108,Census Tract 2801.08,Isle Of Wight County,Virginia,Insurance Coverage,0.8718619246861925
51093280200,Census Tract 2802,Isle Of Wight County,Virginia,Insurance Coverage,0.9552012148823082
51093280300,Census Tract 2803,Isle Of Wight County,Virginia,Insurance Coverage,0.9472678639663737
51093280400,Census Tract 2804,Isle Of Wight County,Virginia,Insurance Coverage,0.9621755253399258
