FIPS,Tract,County,State,measure,value
51033030400,Census Tract 304,Caroline County,Virginia,Vacancy Rate,0.10828025477707007
51033030501,Census Tract 305.01,Caroline County,Virginia,Vacancy Rate,0.0
51033030502,Census Tract 305.02,Caroline County,Virginia,Vacancy Rate,0.2301000434971727
51033030503,Census Tract 305.03,Caroline County,Virginia,Vacancy Rate,0.18958742632612965
51033030600,Census Tract 306,Caroline County,Virginia,Vacancy Rate,0.1358574610244989
51036600100,Census Tract 6001,Charles City County,Virginia,Vacancy Rate,0.06967537608867776
51036600200,Census Tract 6002,Charles City County,Virginia,Vacancy Rate,0.09972552607502287
51036600300,Census Tract 6003,Charles City County,Virginia,Vacancy Rate,0.14585635359116023
51037930101,Census Tract 9301.01,Charlotte County,Virginia,Vacancy Rate,0.2765818656229615
51037930102,Census Tract 9301.02,Charlotte County,Virginia,Vacancy Rate,0.15899919289749798
51037930200,Census Tract 9302,Charlotte County,Virginia,Vacancy Rate,0.2601115760111576
51037930300,Census Tract 9303,Charlotte County,Virginia,Vacancy Rate,0.22426265998887035
51041100106,Census Tract 1001.06,Chesterfield County,Virginia,Vacancy Rate,0.03017832647462277
51041100107,Census Tract 1001.07,Chesterfield County,Virginia,Vacancy Rate,0.15347334410339256
51041100206,Census Tract 1002.06,Chesterfield County,Virginia,Vacancy Rate,0.05459654757125652
51041100208,Census Tract 1002.08,Chesterfield County,Virginia,Vacancy Rate,0.021759697256385997
51041100209,Census Tract 1002.09,Chesterfield County,Virginia,Vacancy Rate,0.021009952082565425
51041100210,Census Tract 1002.10,Chesterfield County,Virginia,Vacancy Rate,0.07562076749435666
51041100211,Census Tract 1002.11,Chesterfield County,Virginia,Vacancy Rate,0.10184119677790564
51041100212,Census Tract 1002.12,Chesterfield County,Virginia,Vacancy Rate,0.06513994910941476
51041100300,Census Tract 1003,Chesterfield County,Virginia,Vacancy Rate,0.03507271171941831
51041100403,Census Tract 1004.03,Chesterfield County,Virginia,Vacancy Rate,0.043968023255813955
51041100404,Census Tract 1004.04,Chesterfield County,Virginia,Vacancy Rate,0.06197478991596639
51041100405,Census Tract 1004.05,Chesterfield County,Virginia,Vacancy Rate,0.006234413965087282
51041100406,Census Tract 1004.06,Chesterfield County,Virginia,Vacancy Rate,0.01891891891891892
51041100407,Census Tract 1004.07,Chesterfield County,Virginia,Vacancy Rate,0.1291309669522644
51041100409,Census Tract 1004.09,Chesterfield County,Virginia,Vacancy Rate,0.04832451499118166
51041100410,Census Tract 1004.10,Chesterfield County,Virginia,Vacancy Rate,0.06468085106382979
51041100505,Census Tract 1005.05,Chesterfield County,Virginia,Vacancy Rate,0.049060064190738197
51041100506,Census Tract 1005.06,Chesterfield County,Virginia,Vacancy Rate,0.07130730050933787
51041100507,Census Tract 1005.07,Chesterfield County,Virginia,Vacancy Rate,0.0
51041100508,Census Tract 1005.08,Chesterfield County,Virginia,Vacancy Rate,0.05510688836104513
51041100509,Census Tract 1005.09,Chesterfield County,Virginia,Vacancy Rate,0.04203079483978361
51041100510,Census Tract 1005.10,Chesterfield County,Virginia,Vacancy Rate,0.06567164179104477
51041100600,Census Tract 1006,Chesterfield County,Virginia,Vacancy Rate,0.13517241379310344
51041100701,Census Tract 1007.01,Chesterfield County,Virginia,Vacancy Rate,0.0
51041100702,Census Tract 1007.02,Chesterfield County,Virginia,Vacancy Rate,0.0275
51041100704,Census Tract 1007.04,Chesterfield County,Virginia,Vacancy Rate,0.0
51041100705,Census Tract 1007.05,Chesterfield County,Virginia,Vacancy Rate,0.05988593155893536
51041100804,Census Tract 1008.04,Chesterfield County,Virginia,Vacancy Rate,0.017787659811006114
51041100805,Census Tract 1008.05,Chesterfield County,Virginia,Vacancy Rate,0.07198748043818466
51041100806,Census Tract 1008.06,Chesterfield County,Virginia,Vacancy Rate,0.1459227467811159
51041100807,Census Tract 1008.07,Chesterfield County,Virginia,Vacancy Rate,0.03526448362720403
51041100812,Census Tract 1008.12,Chesterfield County,Virginia,Vacancy Rate,0.0
51041100814,Census Tract 1008.14,Chesterfield County,Virginia,Vacancy Rate,0.011730205278592375
51041100815,Census Tract 1008.15,Chesterfield County,Virginia,Vacancy Rate,0.020224719101123594
51041100816,Census Tract 1008.16,Chesterfield County,Virginia,Vacancy Rate,0.01543026706231454
51041100817,Census Tract 1008.17,Chesterfield County,Virginia,Vacancy Rate,0.0
51041100818,Census Tract 1008.18,Chesterfield County,Virginia,Vacancy Rate,0.0
51041100819,Census Tract 1008.19,Chesterfield County,Virginia,Vacancy Rate,0.05504966887417218
51041100820,Census Tract 1008.20,Chesterfield County,Virginia,Vacancy Rate,0.035839775122979624
51041100821,Census Tract 1008.21,Chesterfield County,Virginia,Vacancy Rate,0.05737265415549598
51041100822,Census Tract 1008.22,Chesterfield County,Virginia,Vacancy Rate,0.0
51041100823,Census Tract 1008.23,Chesterfield County,Virginia,Vacancy Rate,0.031758634378721715
51041100902,Census Tract 1009.02,Chesterfield County,Virginia,Vacancy Rate,0.036053130929791274
51041100907,Census Tract 1009.07,Chesterfield County,Virginia,Vacancy Rate,0.11586901763224182
51041100910,Census Tract 1009.10,Chesterfield County,Virginia,Vacancy Rate,0.0407673860911271
51041100912,Census Tract 1009.12,Chesterfield County,Virginia,Vacancy Rate,0.04276578737010392
51041100915,Census Tract 1009.15,Chesterfield County,Virginia,Vacancy Rate,0.033424657534246574
51041100919,Census Tract 1009.19,Chesterfield County,Virginia,Vacancy Rate,0.020841525756979944
51041100920,Census Tract 1009.20,Chesterfield County,Virginia,Vacancy Rate,0.0757396449704142
51041100921,Census Tract 1009.21,Chesterfield County,Virginia,Vacancy Rate,0.029459241323648102
51041100922,Census Tract 1009.22,Chesterfield County,Virginia,Vacancy Rate,0.06645851917930419
51041100923,Census Tract 1009.23,Chesterfield County,Virginia,Vacancy Rate,0.03284072249589491
51041100924,Census Tract 1009.24,Chesterfield County,Virginia,Vacancy Rate,0.030257936507936508
51041100926,Census Tract 1009.26,Chesterfield County,Virginia,Vacancy Rate,0.07142857142857142
51041100928,Census Tract 1009.28,Chesterfield County,Virginia,Vacancy Rate,0.04966517857142857
51041100929,Census Tract 1009.29,Chesterfield County,Virginia,Vacancy Rate,0.08104738154613467
51041100930,Census Tract 1009.30,Chesterfield County,Virginia,Vacancy Rate,0.0321285140562249
51041100931,Census Tract 1009.31,Chesterfield County,Virginia,Vacancy Rate,0.0
51041100932,Census Tract 1009.32,Chesterfield County,Virginia,Vacancy Rate,0.0
51041100933,Census Tract 1009.33,Chesterfield County,Virginia,Vacancy Rate,0.08603896103896104
51041100934,Census Tract 1009.34,Chesterfield County,Virginia,Vacancy Rate,0.027359238699444885
51041100935,Census Tract 1009.35,Chesterfield County,Virginia,Vacancy Rate,0.027116402116402115
51041100936,Census Tract 1009.36,Chesterfield County,Virginia,Vacancy Rate,0.019835841313269494
51041100937,Census Tract 1009.37,Chesterfield County,Virginia,Vacancy Rate,0.0
51041100938,Census Tract 1009.38,Chesterfield County,Virginia,Vacancy Rate,0.00402930402930403
51041101003,Census Tract 1010.03,Chesterfield County,Virginia,Vacancy Rate,0.027532745255279337
51041101004,Census Tract 1010.04,Chesterfield County,Virginia,Vacancy Rate,0.03420752565564424
51041101007,Census Tract 1010.07,Chesterfield County,Virginia,Vacancy Rate,0.01764234161988773
51041101008,Census Tract 1010.08,Chesterfield County,Virginia,Vacancy Rate,0.01288244766505636
51041101009,Census Tract 1010.09,Chesterfield County,Virginia,Vacancy Rate,0.053811659192825115
51041101011,Census Tract 1010.11,Chesterfield County,Virginia,Vacancy Rate,0.024975984630163303
51041101012,Census Tract 1010.12,Chesterfield County,Virginia,Vacancy Rate,0.0701219512195122
51041101013,Census Tract 1010.13,Chesterfield County,Virginia,Vacancy Rate,0.008681925808997633
51041101014,Census Tract 1010.14,Chesterfield County,Virginia,Vacancy Rate,0.0
51041101015,Census Tract 1010.15,Chesterfield County,Virginia,Vacancy Rate,0.0
51049930101,Census Tract 9301.01,Cumberland County,Virginia,Vacancy Rate,0.23142509135200975
51049930102,Census Tract 9301.02,Cumberland County,Virginia,Vacancy Rate,0.0687655343827672
51049930200,Census Tract 9302,Cumberland County,Virginia,Vacancy Rate,0.1034097261039687
51053840101,Census Tract 8401.01,Dinwiddie County,Virginia,Vacancy Rate,0.2576530612244898
51053840102,Census Tract 8401.02,Dinwiddie County,Virginia,Vacancy Rate,0.10756676557863501
51053840200,Census Tract 8402,Dinwiddie County,Virginia,Vacancy Rate,0.08878741755454084
51053840300,Census Tract 8403,Dinwiddie County,Virginia,Vacancy Rate,0.10701822411787515
51053840400,Census Tract 8404,Dinwiddie County,Virginia,Vacancy Rate,0.14705882352941177
51053840500,Census Tract 8405,Dinwiddie County,Virginia,Vacancy Rate,0.1380778588807786
51053840601,Census Tract 8406.01,Dinwiddie County,Virginia,Vacancy Rate,0.11474435196195006
51053840602,Census Tract 8406.02,Dinwiddie County,Virginia,Vacancy Rate,0.1345646437994723
51053980100,Census Tract 9801,Dinwiddie County,Virginia,Vacancy Rate,
51057950600,Census Tract 9506,Essex County,Virginia,Vacancy Rate,0.20882852292020374
51057950700,Census Tract 9507,Essex County,Virginia,Vacancy Rate,0.1903566047212456
51057950800,Census Tract 9508,Essex County,Virginia,Vacancy Rate,0.350956696878147
51073100101,Census Tract 1001.01,Gloucester County,Virginia,Vacancy Rate,0.09775524981897175
51073100102,Census Tract 1001.02,Gloucester County,Virginia,Vacancy Rate,0.15113974231912786
51073100201,Census Tract 1002.01,Gloucester County,Virginia,Vacancy Rate,0.16888519134775373
51073100202,Census Tract 1002.02,Gloucester County,Virginia,Vacancy Rate,0.05405405405405406
51073100203,Census Tract 1002.03,Gloucester County,Virginia,Vacancy Rate,0.18153526970954356
51073100301,Census Tract 1003.01,Gloucester County,Virginia,Vacancy Rate,0.08752556237218814
51073100302,Census Tract 1003.02,Gloucester County,Virginia,Vacancy Rate,0.08460586050350805
51073100400,Census Tract 1004,Gloucester County,Virginia,Vacancy Rate,0.2192866578599736
51073100500,Census Tract 1005,Gloucester County,Virginia,Vacancy Rate,0.10305541170378042
51075400101,Census Tract 4001.01,Goochland County,Virginia,Vacancy Rate,0.041837198726693954
51075400102,Census Tract 4001.02,Goochland County,Virginia,Vacancy Rate,0.08575883575883576
51075400200,Census Tract 4002,Goochland County,Virginia,Vacancy Rate,0.0838584585555017
51075400300,Census Tract 4003,Goochland County,Virginia,Vacancy Rate,0.0
51075400400,Census Tract 4004,Goochland County,Virginia,Vacancy Rate,0.04714757190004715
51075400500,Census Tract 4005,Goochland County,Virginia,Vacancy Rate,0.17097919837645864
51081880101,Census Tract 8801.01,Greensville County,Virginia,Vacancy Rate,0.19275210084033614
51081880102,Census Tract 8801.02,Greensville County,Virginia,Vacancy Rate,
51081880200,Census Tract 8802,Greensville County,Virginia,Vacancy Rate,0.22541176470588234
51083930100,Census Tract 9301,Halifax County,Virginia,Vacancy Rate,0.26163182737693863
51083930202,Census Tract 9302.02,Halifax County,Virginia,Vacancy Rate,0.2593886462882096
51083930203,Census Tract 9302.03,Halifax County,Virginia,Vacancy Rate,0.17246713070378963
51083930204,Census Tract 9302.04,Halifax County,Virginia,Vacancy Rate,0.3994439295644115
51083930301,Census Tract 9303.01,Halifax County,Virginia,Vacancy Rate,0.2251349267540478
51083930302,Census Tract 9303.02,Halifax County,Virginia,Vacancy Rate,0.1792883211678832
51083930400,Census Tract 9304,Halifax County,Virginia,Vacancy Rate,0.29297075423293995
51083930500,Census Tract 9305,Halifax County,Virginia,Vacancy Rate,0.11540342298288508
51083930601,Census Tract 9306.01,Halifax County,Virginia,Vacancy Rate,0.20322085889570551
51083930602,Census Tract 9306.02,Halifax County,Virginia,Vacancy Rate,0.24279538904899137
51083930800,Census Tract 9308,Halifax County,Virginia,Vacancy Rate,0.20253164556962025
51085320100,Census Tract 3201,Hanover County,Virginia,Vacancy Rate,0.17775184753014392
51085320200,Census Tract 3202,Hanover County,Virginia,Vacancy Rate,0.029155787641427327
51085320300,Census Tract 3203,Hanover County,Virginia,Vacancy Rate,0.03556609365737996
51085320400,Census Tract 3204,Hanover County,Virginia,Vacancy Rate,0.04988962472406181
51085320500,Census Tract 3205,Hanover County,Virginia,Vacancy Rate,0.05368589743589743
51085320601,Census Tract 3206.01,Hanover County,Virginia,Vacancy Rate,0.08718282368249837
51085320602,Census Tract 3206.02,Hanover County,Virginia,Vacancy Rate,0.10790464240903387
51085320701,Census Tract 3207.01,Hanover County,Virginia,Vacancy Rate,0.022234273318872018
51085320702,Census Tract 3207.02,Hanover County,Virginia,Vacancy Rate,0.04790419161676647
51085320801,Census Tract 3208.01,Hanover County,Virginia,Vacancy Rate,0.04864864864864865
51085320803,Census Tract 3208.03,Hanover County,Virginia,Vacancy Rate,0.02156448202959831
51085320804,Census Tract 3208.04,Hanover County,Virginia,Vacancy Rate,0.023835319609967497
51085320805,Census Tract 3208.05,Hanover County,Virginia,Vacancy Rate,0.012701100762066046
51085320901,Census Tract 3209.01,Hanover County,Virginia,Vacancy Rate,0.044423877834335955
51085320902,Census Tract 3209.02,Hanover County,Virginia,Vacancy Rate,0.055456171735241505
51085321001,Census Tract 3210.01,Hanover County,Virginia,Vacancy Rate,0.04659717964438995
51085321003,Census Tract 3210.03,Hanover County,Virginia,Vacancy Rate,0.0
51085321004,Census Tract 3210.04,Hanover County,Virginia,Vacancy Rate,0.07194244604316546
51085321100,Census Tract 3211,Hanover County,Virginia,Vacancy Rate,0.1624765478424015
51085321201,Census Tract 3212.01,Hanover County,Virginia,Vacancy Rate,0.011431682090364725
51085321202,Census Tract 3212.02,Hanover County,Virginia,Vacancy Rate,0.039414414414414414
51085321300,Census Tract 3213,Hanover County,Virginia,Vacancy Rate,0.036575875486381325
51085321401,Census Tract 3214.01,Hanover County,Virginia,Vacancy Rate,0.04771784232365145
51085321402,Census Tract 3214.02,Hanover County,Virginia,Vacancy Rate,0.00812407680945347
51085321403,Census Tract 3214.03,Hanover County,Virginia,Vacancy Rate,0.018276762402088774
51087200106,Census Tract 2001.06,Henrico County,Virginia,Vacancy Rate,0.05499760879961741
51087200108,Census Tract 2001.08,Henrico County,Virginia,Vacancy Rate,0.06492248062015504
51087200109,Census Tract 2001.09,Henrico County,Virginia,Vacancy Rate,0.04115523465703971
51087200122,Census Tract 2001.22,Henrico County,Virginia,Vacancy Rate,0.017942583732057416
51087200123,Census Tract 2001.23,Henrico County,Virginia,Vacancy Rate,0.04212572909915749
51087200124,Census Tract 2001.24,Henrico County,Virginia,Vacancy Rate,0.052655889145496536
51087200125,Census Tract 2001.25,Henrico County,Virginia,Vacancy Rate,0.08982683982683982
51087200126,Census Tract 2001.26,Henrico County,Virginia,Vacancy Rate,0.039297272306981046
51087200127,Census Tract 2001.27,Henrico County,Virginia,Vacancy Rate,0.04897119341563786
51087200131,Census Tract 2001.31,Henrico County,Virginia,Vacancy Rate,0.08546059933407325
51087200132,Census Tract 2001.32,Henrico County,Virginia,Vacancy Rate,0.02718078381795196
51087200133,Census Tract 2001.33,Henrico County,Virginia,Vacancy Rate,0.06137479541734861
51087200134,Census Tract 2001.34,Henrico County,Virginia,Vacancy Rate,0.044226044226044224
51087200135,Census Tract 2001.35,Henrico County,Virginia,Vacancy Rate,0.15945089757127773
51087200136,Census Tract 2001.36,Henrico County,Virginia,Vacancy Rate,0.1111111111111111
51087200137,Census Tract 2001.37,Henrico County,Virginia,Vacancy Rate,0.0
51087200138,Census Tract 2001.38,Henrico County,Virginia,Vacancy Rate,0.046153846153846156
51087200139,Census Tract 2001.39,Henrico County,Virginia,Vacancy Rate,0.03031914893617021
51087200140,Census Tract 2001.40,Henrico County,Virginia,Vacancy Rate,0.08974358974358974
51087200141,Census Tract 2001.41,Henrico County,Virginia,Vacancy Rate,0.0
51087200142,Census Tract 2001.42,Henrico County,Virginia,Vacancy Rate,0.0013089005235602095
51087200143,Census Tract 2001.43,Henrico County,Virginia,Vacancy Rate,0.0
51087200144,Census Tract 2001.44,Henrico County,Virginia,Vacancy Rate,0.09971014492753623
51087200145,Census Tract 2001.45,Henrico County,Virginia,Vacancy Rate,0.0
51087200146,Census Tract 2001.46,Henrico County,Virginia,Vacancy Rate,0.03801652892561983
51087200147,Census Tract 2001.47,Henrico County,Virginia,Vacancy Rate,0.03332041844246416
51087200148,Census Tract 2001.48,Henrico County,Virginia,Vacancy Rate,0.0
51087200149,Census Tract 2001.49,Henrico County,Virginia,Vacancy Rate,0.06179499754781756
51087200150,Census Tract 2001.50,Henrico County,Virginia,Vacancy Rate,0.02728613569321534
51087200151,Census Tract 2001.51,Henrico County,Virginia,Vacancy Rate,0.05840568271507498
51087200152,Census Tract 2001.52,Henrico County,Virginia,Vacancy Rate,0.0
51087200153,Census Tract 2001.53,Henrico County,Virginia,Vacancy Rate,0.052496798975672214
51087200201,Census Tract 2002.01,Henrico County,Virginia,Vacancy Rate,0.05538694992412747
51087200202,Census Tract 2002.02,Henrico County,Virginia,Vacancy Rate,0.0
51087200301,Census Tract 2003.01,Henrico County,Virginia,Vacancy Rate,0.0755608028335301
51087200302,Census Tract 2003.02,Henrico County,Virginia,Vacancy Rate,0.0190664036817883
51087200303,Census Tract 2003.03,Henrico County,Virginia,Vacancy Rate,0.11103351955307263
51087200305,Census Tract 2003.05,Henrico County,Virginia,Vacancy Rate,0.03812636165577342
51087200404,Census Tract 2004.04,Henrico County,Virginia,Vacancy Rate,0.07586206896551724
51087200407,Census Tract 2004.07,Henrico County,Virginia,Vacancy Rate,0.029676258992805755
51087200409,Census Tract 2004.09,Henrico County,Virginia,Vacancy Rate,0.06234413965087282
51087200411,Census Tract 2004.11,Henrico County,Virginia,Vacancy Rate,0.08826945412311266
51087200412,Census Tract 2004.12,Henrico County,Virginia,Vacancy Rate,0.12677304964539007
51087200413,Census Tract 2004.13,Henrico County,Virginia,Vacancy Rate,0.06362725450901803
51087200414,Census Tract 2004.14,Henrico County,Virginia,Vacancy Rate,0.036541889483065956
51087200415,Census Tract 2004.15,Henrico County,Virginia,Vacancy Rate,0.0
51087200416,Census Tract 2004.16,Henrico County,Virginia,Vacancy Rate,0.08135461268976256
51087200417,Census Tract 2004.17,Henrico County,Virginia,Vacancy Rate,0.10886571056062581
51087200418,Census Tract 2004.18,Henrico County,Virginia,Vacancy Rate,0.060955518945634266
51087200501,Census Tract 2005.01,Henrico County,Virginia,Vacancy Rate,0.11983471074380166
51087200502,Census Tract 2005.02,Henrico County,Virginia,Vacancy Rate,0.040793825799338476
51087200503,Census Tract 2005.03,Henrico County,Virginia,Vacancy Rate,0.04091456077015644
51087200600,Census Tract 2006,Henrico County,Virginia,Vacancy Rate,0.02607232968881413
51087200700,Census Tract 2007,Henrico County,Virginia,Vacancy Rate,0.0421822272215973
51087200801,Census Tract 2008.01,Henrico County,Virginia,Vacancy Rate,0.03682170542635659
51087200802,Census Tract 2008.02,Henrico County,Virginia,Vacancy Rate,0.028026905829596414
51087200805,Census Tract 2008.05,Henrico County,Virginia,Vacancy Rate,0.10184552289815448
51087200806,Census Tract 2008.06,Henrico County,Virginia,Vacancy Rate,0.04423592493297587
51087200807,Census Tract 2008.07,Henrico County,Virginia,Vacancy Rate,0.1281190019193858
51087200904,Census Tract 2009.04,Henrico County,Virginia,Vacancy Rate,0.052048354600402955
51087200905,Census Tract 2009.05,Henrico County,Virginia,Vacancy Rate,0.04859002169197397
51087200906,Census Tract 2009.06,Henrico County,Virginia,Vacancy Rate,0.03213296398891967
51087200907,Census Tract 2009.07,Henrico County,Virginia,Vacancy Rate,0.06587750900669069
51087200908,Census Tract 2009.08,Henrico County,Virginia,Vacancy Rate,0.0
51087201001,Census Tract 2010.01,Henrico County,Virginia,Vacancy Rate,0.053632559908710534
51087201002,Census Tract 2010.02,Henrico County,Virginia,Vacancy Rate,0.038088125466766244
51087201003,Census Tract 2010.03,Henrico County,Virginia,Vacancy Rate,0.0032200357781753132
51087201102,Census Tract 2011.02,Henrico County,Virginia,Vacancy Rate,0.08243727598566308
51087201103,Census Tract 2011.03,Henrico County,Virginia,Vacancy Rate,0.06756756756756757
51087201104,Census Tract 2011.04,Henrico County,Virginia,Vacancy Rate,0.056579783852511126
51087201203,Census Tract 2012.03,Henrico County,Virginia,Vacancy Rate,0.13358419567262464
51087201204,Census Tract 2012.04,Henrico County,Virginia,Vacancy Rate,0.09471094710947109
51087201205,Census Tract 2012.05,Henrico County,Virginia,Vacancy Rate,0.034210526315789476
51087201206,Census Tract 2012.06,Henrico County,Virginia,Vacancy Rate,0.049010367577756835
51087201403,Census Tract 2014.03,Henrico County,Virginia,Vacancy Rate,0.046153846153846156
51087201404,Census Tract 2014.04,Henrico County,Virginia,Vacancy Rate,0.04195070791819612
51087201405,Census Tract 2014.05,Henrico County,Virginia,Vacancy Rate,0.03664416586306654
51087201406,Census Tract 2014.06,Henrico County,Virginia,Vacancy Rate,0.0
51087201502,Census Tract 2015.02,Henrico County,Virginia,Vacancy Rate,0.06635514018691589
51087201503,Census Tract 2015.03,Henrico County,Virginia,Vacancy Rate,0.0324729392173189
51087201504,Census Tract 2015.04,Henrico County,Virginia,Vacancy Rate,0.07914847161572053
51087201601,Census Tract 2016.01,Henrico County,Virginia,Vacancy Rate,0.05
51087201602,Census Tract 2016.02,Henrico County,Virginia,Vacancy Rate,0.08892841262783459
51087201701,Census Tract 2017.01,Henrico County,Virginia,Vacancy Rate,0.07142857142857142
51087980100,Census Tract 9801,Henrico County,Virginia,Vacancy Rate,
51089010100,Census Tract 101,Henry County,Virginia,Vacancy Rate,0.2679500520291363
51089010200,Census Tract 102,Henry County,Virginia,Vacancy Rate,0.13542976939203355
51089010300,Census Tract 103,Henry County,Virginia,Vacancy Rate,0.2111969111969112
51089010400,Census Tract 104,Henry County,Virginia,Vacancy Rate,0.1803594351732991
51089010500,Census Tract 105,Henry County,Virginia,Vacancy Rate,0.2558974358974359
51089010601,Census Tract 106.01,Henry County,Virginia,Vacancy Rate,0.182175622542595
51089010602,Census Tract 106.02,Henry County,Virginia,Vacancy Rate,0.2518837459634015
51089010700,Census Tract 107,Henry County,Virginia,Vacancy Rate,0.14162806088682992
51089010800,Census Tract 108,Henry County,Virginia,Vacancy Rate,0.2021978021978022
51089010900,Census Tract 109,Henry County,Virginia,Vacancy Rate,0.19777931991672448
51089011000,Census Tract 110,Henry County,Virginia,Vacancy Rate,0.11362700699876492
51089011100,Census Tract 111,Henry County,Virginia,Vacancy Rate,0.20711297071129708
51089011200,Census Tract 112,Henry County,Virginia,Vacancy Rate,0.24335260115606935
51089011300,Census Tract 113,Henry County,Virginia,Vacancy Rate,0.18905742145178764
51093280101,Census Tract 2801.01,Isle Of Wight County,Virginia,Vacancy Rate,0.1280701754385965
51093280104,Census Tract 2801.04,Isle Of Wight County,Virginia,Vacancy Rate,0.06880992667794698
51093280105,Census Tract 2801.05,Isle Of Wight County,Virginia,Vacancy Rate,0.04685942173479561
51093280106,Census Tract 2801.06,Isle Of Wight County,Virginia,Vacancy Rate,0.0
51093280107,Census Tract 2801.07,Isle Of Wight County,Virginia,Vacancy Rate,0.04145936981757877
51093280108,Census Tract 2801.08,Isle Of Wight County,Virginia,Vacancy Rate,0.11632653061224489
51093280200,Census Tract 2802,Isle Of Wight County,Virginia,Vacancy Rate,0.08969696969696969
51093280300,Census Tract 2803,Isle Of Wight County,Virginia,Vacancy Rate,0.12754237288135592
51093280400,Census Tract 2804,Isle Of Wight County,Virginia,Vacancy Rate,0.029966703662597113
51095080102,Census Tract 801.02,James City County,Virginia,Vacancy Rate,0.16253263707571802
51095080103,Census Tract 801.03,James City County,Virginia,Vacancy Rate,0.09888751545117429
