FIPS,Tract,County,State,measure,value
51031020800,Census Tract 208,Campbell County,Virginia,Gini Coefficient,0.4333
51031020900,Census Tract 209,Campbell County,Virginia,Gini Coefficient,0.4291
51033030100,Census Tract 301,Caroline County,Virginia,Gini Coefficient,0.4147
51033030201,Census Tract 302.01,Caroline County,Virginia,Gini Coefficient,0.4103
51033030202,Census Tract 302.02,Caroline County,Virginia,Gini Coefficient,0.4466
51033030300,Census Tract 303,Caroline County,Virginia,Gini Coefficient,0.4108
51033030400,Census Tract 304,Caroline County,Virginia,Gini Coefficient,0.4241
51033030501,Census Tract 305.01,Caroline County,Virginia,Gini Coefficient,0.323
51033030502,Census Tract 305.02,Caroline County,Virginia,Gini Coefficient,0.3928
51033030503,Census Tract 305.03,Caroline County,Virginia,Gini Coefficient,0.6132
51033030600,Census Tract 306,Caroline County,Virginia,Gini Coefficient,0.3692
51036600100,Census Tract 6001,Charles City County,Virginia,Gini Coefficient,0.5896
51036600200,Census Tract 6002,Charles City County,Virginia,Gini Coefficient,0.4238
51036600300,Census Tract 6003,Charles City County,Virginia,Gini Coefficient,0.4826
51037930101,Census Tract 9301.01,Charlotte County,Virginia,Gini Coefficient,0.4273
51037930102,Census Tract 9301.02,Charlotte County,Virginia,Gini Coefficient,0.4812
51037930200,Census Tract 9302,Charlotte County,Virginia,Gini Coefficient,0.4015
51037930300,Census Tract 9303,Charlotte County,Virginia,Gini Coefficient,0.5199
51041100106,Census Tract 1001.06,Chesterfield County,Virginia,Gini Coefficient,0.3148
51041100107,Census Tract 1001.07,Chesterfield County,Virginia,Gini Coefficient,0.3888
51041100206,Census Tract 1002.06,Chesterfield County,Virginia,Gini Coefficient,0.3318
51041100208,Census Tract 1002.08,Chesterfield County,Virginia,Gini Coefficient,0.4026
51041100209,Census Tract 1002.09,Chesterfield County,Virginia,Gini Coefficient,0.3537
51041100210,Census Tract 1002.10,Chesterfield County,Virginia,Gini Coefficient,0.3381
51041100211,Census Tract 1002.11,Chesterfield County,Virginia,Gini Coefficient,0.3132
51041100212,Census Tract 1002.12,Chesterfield County,Virginia,Gini Coefficient,0.3451
51041100300,Census Tract 1003,Chesterfield County,Virginia,Gini Coefficient,0.3922
51041100403,Census Tract 1004.03,Chesterfield County,Virginia,Gini Coefficient,0.4395
51041100404,Census Tract 1004.04,Chesterfield County,Virginia,Gini Coefficient,0.4328
51041100405,Census Tract 1004.05,Chesterfield County,Virginia,Gini Coefficient,0.4124
51041100406,Census Tract 1004.06,Chesterfield County,Virginia,Gini Coefficient,0.3686
51041100407,Census Tract 1004.07,Chesterfield County,Virginia,Gini Coefficient,0.3561
51041100409,Census Tract 1004.09,Chesterfield County,Virginia,Gini Coefficient,0.3468
51041100410,Census Tract 1004.10,Chesterfield County,Virginia,Gini Coefficient,0.4886
51041100505,Census Tract 1005.05,Chesterfield County,Virginia,Gini Coefficient,0.3725
51041100506,Census Tract 1005.06,Chesterfield County,Virginia,Gini Coefficient,0.412
51041100507,Census Tract 1005.07,Chesterfield County,Virginia,Gini Coefficient,0.3399
51041100508,Census Tract 1005.08,Chesterfield County,Virginia,Gini Coefficient,0.3218
51041100509,Census Tract 1005.09,Chesterfield County,Virginia,Gini Coefficient,0.253
51041100510,Census Tract 1005.10,Chesterfield County,Virginia,Gini Coefficient,0.3692
51041100600,Census Tract 1006,Chesterfield County,Virginia,Gini Coefficient,0.3982
51041100701,Census Tract 1007.01,Chesterfield County,Virginia,Gini Coefficient,0.3581
51041100702,Census Tract 1007.02,Chesterfield County,Virginia,Gini Coefficient,0.4332
51041100704,Census Tract 1007.04,Chesterfield County,Virginia,Gini Coefficient,0.4721
51041100705,Census Tract 1007.05,Chesterfield County,Virginia,Gini Coefficient,0.3608
51041100804,Census Tract 1008.04,Chesterfield County,Virginia,Gini Coefficient,0.4721
51041100805,Census Tract 1008.05,Chesterfield County,Virginia,Gini Coefficient,0.3665
51041100806,Census Tract 1008.06,Chesterfield County,Virginia,Gini Coefficient,0.4085
51041100807,Census Tract 1008.07,Chesterfield County,Virginia,Gini Coefficient,0.3114
51041100812,Census Tract 1008.12,Chesterfield County,Virginia,Gini Coefficient,0.3226
51041100814,Census Tract 1008.14,Chesterfield County,Virginia,Gini Coefficient,0.3458
51041100815,Census Tract 1008.15,Chesterfield County,Virginia,Gini Coefficient,0.3047
51041100816,Census Tract 1008.16,Chesterfield County,Virginia,Gini Coefficient,0.343
51041100817,Census Tract 1008.17,Chesterfield County,Virginia,Gini Coefficient,0.377
51041100818,Census Tract 1008.18,Chesterfield County,Virginia,Gini Coefficient,0.3563
51041100819,Census Tract 1008.19,Chesterfield County,Virginia,Gini Coefficient,0.2964
51041100820,Census Tract 1008.20,Chesterfield County,Virginia,Gini Coefficient,0.3759
51041100821,Census Tract 1008.21,Chesterfield County,Virginia,Gini Coefficient,0.4425
51041100822,Census Tract 1008.22,Chesterfield County,Virginia,Gini Coefficient,0.3639
51041100823,Census Tract 1008.23,Chesterfield County,Virginia,Gini Coefficient,0.3578
51041100902,Census Tract 1009.02,Chesterfield County,Virginia,Gini Coefficient,0.3101
51041100907,Census Tract 1009.07,Chesterfield County,Virginia,Gini Coefficient,0.4142
51041100910,Census Tract 1009.10,Chesterfield County,Virginia,Gini Coefficient,0.2808
51041100912,Census Tract 1009.12,Chesterfield County,Virginia,Gini Coefficient,0.3567
51041100915,Census Tract 1009.15,Chesterfield County,Virginia,Gini Coefficient,0.356
51041100919,Census Tract 1009.19,Chesterfield County,Virginia,Gini Coefficient,0.3448
51041100920,Census Tract 1009.20,Chesterfield County,Virginia,Gini Coefficient,0.3922
51041100921,Census Tract 1009.21,Chesterfield County,Virginia,Gini Coefficient,0.3718
51041100922,Census Tract 1009.22,Chesterfield County,Virginia,Gini Coefficient,0.3117
51041100923,Census Tract 1009.23,Chesterfield County,Virginia,Gini Coefficient,0.2976
51041100924,Census Tract 1009.24,Chesterfield County,Virginia,Gini Coefficient,0.482
51041100926,Census Tract 1009.26,Chesterfield County,Virginia,Gini Coefficient,0.4951
51041100928,Census Tract 1009.28,Chesterfield County,Virginia,Gini Coefficient,0.4305
51041100929,Census Tract 1009.29,Chesterfield County,Virginia,Gini Coefficient,0.4037
51041100930,Census Tract 1009.30,Chesterfield County,Virginia,Gini Coefficient,0.3141
51041100931,Census Tract 1009.31,Chesterfield County,Virginia,Gini Coefficient,0.3565
51041100932,Census Tract 1009.32,Chesterfield County,Virginia,Gini Coefficient,0.3646
51041100933,Census Tract 1009.33,Chesterfield County,Virginia,Gini Coefficient,0.3597
51041100934,Census Tract 1009.34,Chesterfield County,Virginia,Gini Coefficient,0.3692
51041100935,Census Tract 1009.35,Chesterfield County,Virginia,Gini Coefficient,0.3786
51041100936,Census Tract 1009.36,Chesterfield County,Virginia,Gini Coefficient,0.4195
51041100937,Census Tract 1009.37,Chesterfield County,Virginia,Gini Coefficient,0.333
51041100938,Census Tract 1009.38,Chesterfield County,Virginia,Gini Coefficient,0.3563
51041101003,Census Tract 1010.03,Chesterfield County,Virginia,Gini Coefficient,0.3626
51041101004,Census Tract 1010.04,Chesterfield County,Virginia,Gini Coefficient,0.3317
51041101007,Census Tract 1010.07,Chesterfield County,Virginia,Gini Coefficient,0.3827
51041101008,Census Tract 1010.08,Chesterfield County,Virginia,Gini Coefficient,0.4089
51041101009,Census Tract 1010.09,Chesterfield County,Virginia,Gini Coefficient,0.3538
51041101011,Census Tract 1010.11,Chesterfield County,Virginia,Gini Coefficient,0.2648
51041101012,Census Tract 1010.12,Chesterfield County,Virginia,Gini Coefficient,0.3533
51041101013,Census Tract 1010.13,Chesterfield County,Virginia,Gini Coefficient,0.2781
51041101014,Census Tract 1010.14,Chesterfield County,Virginia,Gini Coefficient,0.308
51041101015,Census Tract 1010.15,Chesterfield County,Virginia,Gini Coefficient,0.279
51049930101,Census Tract 9301.01,Cumberland County,Virginia,Gini Coefficient,0.4693
51049930102,Census Tract 9301.02,Cumberland County,Virginia,Gini Coefficient,0.4502
51049930200,Census Tract 9302,Cumberland County,Virginia,Gini Coefficient,0.3677
51053840101,Census Tract 8401.01,Dinwiddie County,Virginia,Gini Coefficient,0.39
51053840102,Census Tract 8401.02,Dinwiddie County,Virginia,Gini Coefficient,0.3707
51053840200,Census Tract 8402,Dinwiddie County,Virginia,Gini Coefficient,0.4507
51053840300,Census Tract 8403,Dinwiddie County,Virginia,Gini Coefficient,0.4465
51053840400,Census Tract 8404,Dinwiddie County,Virginia,Gini Coefficient,0.3923
51053840500,Census Tract 8405,Dinwiddie County,Virginia,Gini Coefficient,0.3988
51053840601,Census Tract 8406.01,Dinwiddie County,Virginia,Gini Coefficient,0.3949
51053840602,Census Tract 8406.02,Dinwiddie County,Virginia,Gini Coefficient,0.4544
51053980100,Census Tract 9801,Dinwiddie County,Virginia,Gini Coefficient,
51057950600,Census Tract 9506,Essex County,Virginia,Gini Coefficient,0.4396
51057950700,Census Tract 9507,Essex County,Virginia,Gini Coefficient,0.4435
51057950800,Census Tract 9508,Essex County,Virginia,Gini Coefficient,0.3738
51073100101,Census Tract 1001.01,Gloucester County,Virginia,Gini Coefficient,0.3703
51073100102,Census Tract 1001.02,Gloucester County,Virginia,Gini Coefficient,0.3154
51073100201,Census Tract 1002.01,Gloucester County,Virginia,Gini Coefficient,0.3637
51073100202,Census Tract 1002.02,Gloucester County,Virginia,Gini Coefficient,0.4436
51073100203,Census Tract 1002.03,Gloucester County,Virginia,Gini Coefficient,0.4081
51073100301,Census Tract 1003.01,Gloucester County,Virginia,Gini Coefficient,0.381
51073100302,Census Tract 1003.02,Gloucester County,Virginia,Gini Coefficient,0.3625
51073100400,Census Tract 1004,Gloucester County,Virginia,Gini Coefficient,0.4627
51073100500,Census Tract 1005,Gloucester County,Virginia,Gini Coefficient,0.3955
51075400101,Census Tract 4001.01,Goochland County,Virginia,Gini Coefficient,0.4813
51075400102,Census Tract 4001.02,Goochland County,Virginia,Gini Coefficient,0.4734
51075400200,Census Tract 4002,Goochland County,Virginia,Gini Coefficient,0.4534
51075400300,Census Tract 4003,Goochland County,Virginia,Gini Coefficient,0.4504
51075400400,Census Tract 4004,Goochland County,Virginia,Gini Coefficient,0.4309
51075400500,Census Tract 4005,Goochland County,Virginia,Gini Coefficient,0.3759
51081880101,Census Tract 8801.01,Greensville County,Virginia,Gini Coefficient,0.4044
51081880102,Census Tract 8801.02,Greensville County,Virginia,Gini Coefficient,
51081880200,Census Tract 8802,Greensville County,Virginia,Gini Coefficient,0.4856
51083930100,Census Tract 9301,Halifax County,Virginia,Gini Coefficient,0.4073
51083930202,Census Tract 9302.02,Halifax County,Virginia,Gini Coefficient,0.5013
51083930203,Census Tract 9302.03,Halifax County,Virginia,Gini Coefficient,0.5023
51083930204,Census Tract 9302.04,Halifax County,Virginia,Gini Coefficient,0.4178
51083930301,Census Tract 9303.01,Halifax County,Virginia,Gini Coefficient,0.4331
51083930302,Census Tract 9303.02,Halifax County,Virginia,Gini Coefficient,0.3657
51083930400,Census Tract 9304,Halifax County,Virginia,Gini Coefficient,0.4097
51083930500,Census Tract 9305,Halifax County,Virginia,Gini Coefficient,0.4501
51083930601,Census Tract 9306.01,Halifax County,Virginia,Gini Coefficient,0.4315
51083930602,Census Tract 9306.02,Halifax County,Virginia,Gini Coefficient,0.5775
51083930800,Census Tract 9308,Halifax County,Virginia,Gini Coefficient,0.4442
51085320100,Census Tract 3201,Hanover County,Virginia,Gini Coefficient,0.4162
51085320200,Census Tract 3202,Hanover County,Virginia,Gini Coefficient,0.4554
51085320300,Census Tract 3203,Hanover County,Virginia,Gini Coefficient,0.3918
51085320400,Census Tract 3204,Hanover County,Virginia,Gini Coefficient,0.4455
51085320500,Census Tract 3205,Hanover County,Virginia,Gini Coefficient,0.4183
51085320601,Census Tract 3206.01,Hanover County,Virginia,Gini Coefficient,0.4034
51085320602,Census Tract 3206.02,Hanover County,Virginia,Gini Coefficient,0.4516
51085320701,Census Tract 3207.01,Hanover County,Virginia,Gini Coefficient,0.3755
51085320702,Census Tract 3207.02,Hanover County,Virginia,Gini Coefficient,0.4078
51085320801,Census Tract 3208.01,Hanover County,Virginia,Gini Coefficient,0.4409
51085320803,Census Tract 3208.03,Hanover County,Virginia,Gini Coefficient,0.2883
51085320804,Census Tract 3208.04,Hanover County,Virginia,Gini Coefficient,0.3561
51085320805,Census Tract 3208.05,Hanover County,Virginia,Gini Coefficient,0.3381
51085320901,Census Tract 3209.01,Hanover County,Virginia,Gini Coefficient,0.3444
51085320902,Census Tract 3209.02,Hanover County,Virginia,Gini Coefficient,0.286
51085321001,Census Tract 3210.01,Hanover County,Virginia,Gini Coefficient,0.4752
51085321003,Census Tract 3210.03,Hanover County,Virginia,Gini Coefficient,0.337
51085321004,Census Tract 3210.04,Hanover County,Virginia,Gini Coefficient,0.3373
51085321100,Census Tract 3211,Hanover County,Virginia,Gini Coefficient,0.383
51085321201,Census Tract 3212.01,Hanover County,Virginia,Gini Coefficient,0.6005
51085321202,Census Tract 3212.02,Hanover County,Virginia,Gini Coefficient,0.429
51085321300,Census Tract 3213,Hanover County,Virginia,Gini Coefficient,0.3454
51085321401,Census Tract 3214.01,Hanover County,Virginia,Gini Coefficient,0.4356
51085321402,Census Tract 3214.02,Hanover County,Virginia,Gini Coefficient,0.3853
51085321403,Census Tract 3214.03,Hanover County,Virginia,Gini Coefficient,0.3753
51087200106,Census Tract 2001.06,Henrico County,Virginia,Gini Coefficient,0.4112
51087200108,Census Tract 2001.08,Henrico County,Virginia,Gini Coefficient,0.4485
51087200109,Census Tract 2001.09,Henrico County,Virginia,Gini Coefficient,0.4223
51087200122,Census Tract 2001.22,Henrico County,Virginia,Gini Coefficient,0.3739
51087200123,Census Tract 2001.23,Henrico County,Virginia,Gini Coefficient,0.3413
51087200124,Census Tract 2001.24,Henrico County,Virginia,Gini Coefficient,0.4389
51087200125,Census Tract 2001.25,Henrico County,Virginia,Gini Coefficient,0.4042
51087200126,Census Tract 2001.26,Henrico County,Virginia,Gini Coefficient,0.4447
51087200127,Census Tract 2001.27,Henrico County,Virginia,Gini Coefficient,0.4127
51087200131,Census Tract 2001.31,Henrico County,Virginia,Gini Coefficient,0.4301
51087200132,Census Tract 2001.32,Henrico County,Virginia,Gini Coefficient,0.3934
51087200133,Census Tract 2001.33,Henrico County,Virginia,Gini Coefficient,0.508
51087200134,Census Tract 2001.34,Henrico County,Virginia,Gini Coefficient,0.4799
51087200135,Census Tract 2001.35,Henrico County,Virginia,Gini Coefficient,0.3605
51087200136,Census Tract 2001.36,Henrico County,Virginia,Gini Coefficient,0.4946
51087200137,Census Tract 2001.37,Henrico County,Virginia,Gini Coefficient,0.4947
51087200138,Census Tract 2001.38,Henrico County,Virginia,Gini Coefficient,0.4259
51087200139,Census Tract 2001.39,Henrico County,Virginia,Gini Coefficient,0.4463
51087200140,Census Tract 2001.40,Henrico County,Virginia,Gini Coefficient,0.4618
51087200141,Census Tract 2001.41,Henrico County,Virginia,Gini Coefficient,0.4331
51087200142,Census Tract 2001.42,Henrico County,Virginia,Gini Coefficient,0.3182
51087200143,Census Tract 2001.43,Henrico County,Virginia,Gini Coefficient,0.3348
51087200144,Census Tract 2001.44,Henrico County,Virginia,Gini Coefficient,0.3378
51087200145,Census Tract 2001.45,Henrico County,Virginia,Gini Coefficient,0.3999
51087200146,Census Tract 2001.46,Henrico County,Virginia,Gini Coefficient,0.4149
51087200147,Census Tract 2001.47,Henrico County,Virginia,Gini Coefficient,0.3086
51087200148,Census Tract 2001.48,Henrico County,Virginia,Gini Coefficient,0.314
51087200149,Census Tract 2001.49,Henrico County,Virginia,Gini Coefficient,0.4091
51087200150,Census Tract 2001.50,Henrico County,Virginia,Gini Coefficient,0.3546
51087200151,Census Tract 2001.51,Henrico County,Virginia,Gini Coefficient,0.3881
51087200152,Census Tract 2001.52,Henrico County,Virginia,Gini Coefficient,0.3696
51087200153,Census Tract 2001.53,Henrico County,Virginia,Gini Coefficient,0.4897
51087200201,Census Tract 2002.01,Henrico County,Virginia,Gini Coefficient,0.3372
51087200202,Census Tract 2002.02,Henrico County,Virginia,Gini Coefficient,0.4486
51087200301,Census Tract 2003.01,Henrico County,Virginia,Gini Coefficient,0.4245
51087200302,Census Tract 2003.02,Henrico County,Virginia,Gini Coefficient,0.4163
51087200303,Census Tract 2003.03,Henrico County,Virginia,Gini Coefficient,0.3348
51087200305,Census Tract 2003.05,Henrico County,Virginia,Gini Coefficient,0.4086
51087200404,Census Tract 2004.04,Henrico County,Virginia,Gini Coefficient,0.3583
51087200407,Census Tract 2004.07,Henrico County,Virginia,Gini Coefficient,0.3896
51087200409,Census Tract 2004.09,Henrico County,Virginia,Gini Coefficient,0.402
51087200411,Census Tract 2004.11,Henrico County,Virginia,Gini Coefficient,0.331
51087200412,Census Tract 2004.12,Henrico County,Virginia,Gini Coefficient,0.4681
51087200413,Census Tract 2004.13,Henrico County,Virginia,Gini Coefficient,0.3603
51087200414,Census Tract 2004.14,Henrico County,Virginia,Gini Coefficient,0.3465
51087200415,Census Tract 2004.15,Henrico County,Virginia,Gini Coefficient,0.463
51087200416,Census Tract 2004.16,Henrico County,Virginia,Gini Coefficient,0.3487
51087200417,Census Tract 2004.17,Henrico County,Virginia,Gini Coefficient,0.326
51087200418,Census Tract 2004.18,Henrico County,Virginia,Gini Coefficient,0.3743
51087200501,Census Tract 2005.01,Henrico County,Virginia,Gini Coefficient,0.3783
51087200502,Census Tract 2005.02,Henrico County,Virginia,Gini Coefficient,0.2934
51087200503,Census Tract 2005.03,Henrico County,Virginia,Gini Coefficient,0.3742
51087200600,Census Tract 2006,Henrico County,Virginia,Gini Coefficient,0.4267
51087200700,Census Tract 2007,Henrico County,Virginia,Gini Coefficient,0.4654
51087200801,Census Tract 2008.01,Henrico County,Virginia,Gini Coefficient,0.3643
51087200802,Census Tract 2008.02,Henrico County,Virginia,Gini Coefficient,0.4181
51087200805,Census Tract 2008.05,Henrico County,Virginia,Gini Coefficient,0.5969
51087200806,Census Tract 2008.06,Henrico County,Virginia,Gini Coefficient,0.3285
51087200807,Census Tract 2008.07,Henrico County,Virginia,Gini Coefficient,0.4672
51087200904,Census Tract 2009.04,Henrico County,Virginia,Gini Coefficient,0.407
51087200905,Census Tract 2009.05,Henrico County,Virginia,Gini Coefficient,0.3901
51087200906,Census Tract 2009.06,Henrico County,Virginia,Gini Coefficient,0.3502
51087200907,Census Tract 2009.07,Henrico County,Virginia,Gini Coefficient,0.3814
51087200908,Census Tract 2009.08,Henrico County,Virginia,Gini Coefficient,0.3678
51087201001,Census Tract 2010.01,Henrico County,Virginia,Gini Coefficient,0.3585
51087201002,Census Tract 2010.02,Henrico County,Virginia,Gini Coefficient,0.3165
51087201003,Census Tract 2010.03,Henrico County,Virginia,Gini Coefficient,0.3958
51087201102,Census Tract 2011.02,Henrico County,Virginia,Gini Coefficient,0.3186
51087201103,Census Tract 2011.03,Henrico County,Virginia,Gini Coefficient,0.4104
51087201104,Census Tract 2011.04,Henrico County,Virginia,Gini Coefficient,0.4865
51087201203,Census Tract 2012.03,Henrico County,Virginia,Gini Coefficient,0.3174
51087201204,Census Tract 2012.04,Henrico County,Virginia,Gini Coefficient,0.428
51087201205,Census Tract 2012.05,Henrico County,Virginia,Gini Coefficient,0.3682
51087201206,Census Tract 2012.06,Henrico County,Virginia,Gini Coefficient,0.3646
51087201403,Census Tract 2014.03,Henrico County,Virginia,Gini Coefficient,0.392
51087201404,Census Tract 2014.04,Henrico County,Virginia,Gini Coefficient,0.3512
51087201405,Census Tract 2014.05,Henrico County,Virginia,Gini Coefficient,0.2662
51087201406,Census Tract 2014.06,Henrico County,Virginia,Gini Coefficient,0.4021
51087201502,Census Tract 2015.02,Henrico County,Virginia,Gini Coefficient,0.2809
51087201503,Census Tract 2015.03,Henrico County,Virginia,Gini Coefficient,0.419
51087201504,Census Tract 2015.04,Henrico County,Virginia,Gini Coefficient,0.4284
51087201601,Census Tract 2016.01,Henrico County,Virginia,Gini Coefficient,0.3331
51087201602,Census Tract 2016.02,Henrico County,Virginia,Gini Coefficient,0.4149
51087201701,Census Tract 2017.01,Henrico County,Virginia,Gini Coefficient,0.3438
51087980100,Census Tract 9801,Henrico County,Virginia,Gini Coefficient,
51089010100,Census Tract 101,Henry County,Virginia,Gini Coefficient,0.3747
51089010200,Census Tract 102,Henry County,Virginia,Gini Coefficient,0.4091
51089010300,Census Tract 103,Henry County,Virginia,Gini Coefficient,0.417
51089010400,Census Tract 104,Henry County,Virginia,Gini Coefficient,0.3941
51089010500,Census Tract 105,Henry County,Virginia,Gini Coefficient,0.3983
51089010601,Census Tract 106.01,Henry County,Virginia,Gini Coefficient,0.4611
51089010602,Census Tract 106.02,Henry County,Virginia,Gini Coefficient,0.4183
51089010700,Census Tract 107,Henry County,Virginia,Gini Coefficient,0.4174
51089010800,Census Tract 108,Henry County,Virginia,Gini Coefficient,0.3624
51089010900,Census Tract 109,Henry County,Virginia,Gini Coefficient,0.4709
51089011000,Census Tract 110,Henry County,Virginia,Gini Coefficient,0.4593
51089011100,Census Tract 111,Henry County,Virginia,Gini Coefficient,0.4488
51089011200,Census Tract 112,Henry County,Virginia,Gini Coefficient,0.5219
51089011300,Census Tract 113,Henry County,Virginia,Gini Coefficient,0.4253
51093280101,Census Tract 2801.01,Isle Of Wight County,Virginia,Gini Coefficient,0.4636
51093280104,Census Tract 2801.04,Isle Of Wight County,Virginia,Gini Coefficient,0.4253
51093280105,Census Tract 2801.05,Isle Of Wight County,Virginia,Gini Coefficient,0.5353
51093280106,Census Tract 2801.06,Isle Of Wight County,Virginia,Gini Coefficient,0.3207
51093280107,Census Tract 2801.07,Isle Of Wight County,Virginia,Gini Coefficient,0.3934
51093280108,Census Tract 2801.08,Isle Of Wight County,Virginia,Gini Coefficient,0.3989
51093280200,Census Tract 2802,Isle Of Wight County,Virginia,Gini Coefficient,0.4323
51093280300,Census Tract 2803,Isle Of Wight County,Virginia,Gini Coefficient,0.4087
51093280400,Census Tract 2804,Isle Of Wight County,Virginia,Gini Coefficient,0.4114
51095080102,Census Tract 801.02,James City County,Virginia,Gini Coefficient,0.445
51095080103,Census Tract 801.03,James City County,Virginia,Gini Coefficient,0.4972
51095080104,Census Tract 801.04,James City County,Virginia,Gini Coefficient,0.488
51095080202,Census Tract 802.02,James City County,Virginia,Gini Coefficient,0.374
51095080203,Census Tract 802.03,James City County,Virginia,Gini Coefficient,0.4645
51095080205,Census Tract 802.05,James City County,Virginia,Gini Coefficient,0.4887
51095080207,Census Tract 802.07,James City County,Virginia,Gini Coefficient,0.3863
51095080208,Census Tract 802.08,James City County,Virginia,Gini Coefficient,0.4436
51095080209,Census Tract 802.09,James City County,Virginia,Gini Coefficient,0.412
51095080304,Census Tract 803.04,James City County,Virginia,Gini Coefficient,0.3783
51095080305,Census Tract 803.05,James City County,Virginia,Gini Coefficient,0.4167
51095080306,Census Tract 803.06,James City County,Virginia,Gini Coefficient,0.3514
51095080307,Census Tract 803.07,James City County,Virginia,Gini Coefficient,0.3064
51095080308,Census Tract 803.08,James City County,Virginia,Gini Coefficient,0.3347
51095080402,Census Tract 804.02,James City County,Virginia,Gini Coefficient,0.3836
51095080403,Census Tract 804.03,James City County,Virginia,Gini Coefficient,0.3192
51095080404,Census Tract 804.04,James City County,Virginia,Gini Coefficient,0.3364
51097950400,Census Tract 9504,King And Queen County,Virginia,Gini Coefficient,0.4313
51097950500,Census Tract 9505,King And Queen County,Virginia,Gini Coefficient,0.4297
51099040100,Census Tract 401,King George County,Virginia,Gini Coefficient,0.3306
51099040200,Census Tract 402,King George County,Virginia,Gini Coefficient,0.4104
51099040301,Census Tract 403.01,King George County,Virginia,Gini Coefficient,0.3268
51099040302,Census Tract 403.02,King George County,Virginia,Gini Coefficient,0.3789
51099040400,Census Tract 404,King George County,Virginia,Gini Coefficient,0.4003
51099040500,Census Tract 405,King George County,Virginia,Gini Coefficient,0.3969
51101950101,Census Tract 9501.01,King William County,Virginia,Gini Coefficient,0.3902
51101950102,Census Tract 9501.02,King William County,Virginia,Gini Coefficient,0.3619
51101950200,Census Tract 9502,King William County,Virginia,Gini Coefficient,0.3282
51101950300,Census Tract 9503,King William County,Virginia,Gini Coefficient,0.3927
51103030100,Census Tract 301,Lancaster County,Virginia,Gini Coefficient,0.4337
51103030200,Census Tract 302,Lancaster County,Virginia,Gini Coefficient,0.5231
