FIPS,County,State,Type,RE,Sex,Site,AAR,AAC
51001,"Accomack County, Virginia County",VA,Mortality,Hispanic,Female,Colon & Rectum,,
51001,"Accomack County, Virginia County",VA,Mortality,All,Male,Colon & Rectum,25.5,6.0
51001,"Accomack County, Virginia County",VA,Mortality,White NH,Male,Colon & Rectum,17.3,3.0
51001,"Accomack County, Virginia County",VA,Mortality,Black NH,Male,Colon & Rectum,,
51001,"Accomack County, Virginia County",VA,Mortality,Hispanic,Male,Colon & Rectum,,
51001,"Accomack County, Virginia County",VA,Mortality,All,Female,"Corpus Uteri & Uterus, NOS",,
51001,"Accomack County, Virginia County",VA,Mortality,White NH,Female,"Corpus Uteri & Uterus, NOS",,
51001,"Accomack County, Virginia County",VA,Mortality,Black NH,Female,"Corpus Uteri & Uterus, NOS",,
51001,"Accomack County, Virginia County",VA,Mortality,Hispanic,Female,"Corpus Uteri & Uterus, NOS",,
51001,"Accomack County, Virginia County",VA,Mortality,All,All,Esophagus,,
51001,"Accomack County, Virginia County",VA,Mortality,White NH,All,Esophagus,,
51001,"Accomack County, Virginia County",VA,Mortality,Black NH,All,Esophagus,,
51001,"Accomack County, Virginia County",VA,Mortality,Hispanic,All,Esophagus,,
51001,"Accomack County, Virginia County",VA,Mortality,All,Female,Esophagus,,
51001,"Accomack County, Virginia County",VA,Mortality,White NH,Female,Esophagus,,
51001,"Accomack County, Virginia County",VA,Mortality,Black NH,Female,Esophagus,,
51001,"Accomack County, Virginia County",VA,Mortality,Hispanic,Female,Esophagus,,
51001,"Accomack County, Virginia County",VA,Mortality,All,Male,Esophagus,,
51001,"Accomack County, Virginia County",VA,Mortality,White NH,Male,Esophagus,,
51001,"Accomack County, Virginia County",VA,Mortality,Black NH,Male,Esophagus,,
51001,"Accomack County, Virginia County",VA,Mortality,Hispanic,Male,Esophagus,,
51001,"Accomack County, Virginia County",VA,Mortality,All,Female,Female Breast,27.4,7.0
51001,"Accomack County, Virginia County",VA,Mortality,White NH,Female,Female Breast,28.6,5.0
51001,"Accomack County, Virginia County",VA,Mortality,Black NH,Female,Female Breast,,
51001,"Accomack County, Virginia County",VA,Mortality,Hispanic,Female,Female Breast,,
51001,"Accomack County, Virginia County",VA,Mortality,All,All,Kidney & Renal Pelvis,6.3,4.0
51001,"Accomack County, Virginia County",VA,Mortality,White NH,All,Kidney & Renal Pelvis,7.4,3.0
51001,"Accomack County, Virginia County",VA,Mortality,Black NH,All,Kidney & Renal Pelvis,,
51001,"Accomack County, Virginia County",VA,Mortality,Hispanic,All,Kidney & Renal Pelvis,,
51001,"Accomack County, Virginia County",VA,Mortality,All,Female,Kidney & Renal Pelvis,,
51001,"Accomack County, Virginia County",VA,Mortality,White NH,Female,Kidney & Renal Pelvis,,
51001,"Accomack County, Virginia County",VA,Mortality,Black NH,Female,Kidney & Renal Pelvis,,
51001,"Accomack County, Virginia County",VA,Mortality,Hispanic,Female,Kidney & Renal Pelvis,,
51001,"Accomack County, Virginia County",VA,Mortality,All,Male,Kidney & Renal Pelvis,,
51001,"Accomack County, Virginia County",VA,Mortality,White NH,Male,Kidney & Renal Pelvis,,
51001,"Accomack County, Virginia County",VA,Mortality,Black NH,Male,Kidney & Renal Pelvis,,
51001,"Accomack County, Virginia County",VA,Mortality,Hispanic,Male,Kidney & Renal Pelvis,,
51001,"Accomack County, Virginia County",VA,Mortality,All,All,Leukemia,,
51001,"Accomack County, Virginia County",VA,Mortality,White NH,All,Leukemia,,
51001,"Accomack County, Virginia County",VA,Mortality,Black NH,All,Leukemia,,
51001,"Accomack County, Virginia County",VA,Mortality,Hispanic,All,Leukemia,,
51001,"Accomack County, Virginia County",VA,Mortality,All,Female,Leukemia,,
51001,"Accomack County, Virginia County",VA,Mortality,White NH,Female,Leukemia,,
51001,"Accomack County, Virginia County",VA,Mortality,Black NH,Female,Leukemia,,
51001,"Accomack County, Virginia County",VA,Mortality,Hispanic,Female,Leukemia,,
51001,"Accomack County, Virginia County",VA,Mortality,All,Male,Leukemia,,
51001,"Accomack County, Virginia County",VA,Mortality,White NH,Male,Leukemia,,
51001,"Accomack County, Virginia County",VA,Mortality,Black NH,Male,Leukemia,,
51001,"Accomack County, Virginia County",VA,Mortality,Hispanic,Male,Leukemia,,
51001,"Accomack County, Virginia County",VA,Mortality,All,All,Liver & IBD,,
51001,"Accomack County, Virginia County",VA,Mortality,White NH,All,Liver & IBD,,
51001,"Accomack County, Virginia County",VA,Mortality,Black NH,All,Liver & IBD,,
51001,"Accomack County, Virginia County",VA,Mortality,Hispanic,All,Liver & IBD,,
51001,"Accomack County, Virginia County",VA,Mortality,All,Female,Liver & IBD,,
51001,"Accomack County, Virginia County",VA,Mortality,White NH,Female,Liver & IBD,,
51001,"Accomack County, Virginia County",VA,Mortality,Black NH,Female,Liver & IBD,,
51001,"Accomack County, Virginia County",VA,Mortality,Hispanic,Female,Liver & IBD,,
51001,"Accomack County, Virginia County",VA,Mortality,All,Male,Liver & IBD,,
51001,"Accomack County, Virginia County",VA,Mortality,White NH,Male,Liver & IBD,,
51001,"Accomack County, Virginia County",VA,Mortality,Black NH,Male,Liver & IBD,,
51001,"Accomack County, Virginia County",VA,Mortality,Hispanic,Male,Liver & IBD,,
51001,"Accomack County, Virginia County",VA,Mortality,All,All,Lung & Bronchus,50.0,29.0
51001,"Accomack County, Virginia County",VA,Mortality,White NH,All,Lung & Bronchus,50.4,22.0
51001,"Accomack County, Virginia County",VA,Mortality,Black NH,All,Lung & Bronchus,52.4,7.0
51001,"Accomack County, Virginia County",VA,Mortality,Hispanic,All,Lung & Bronchus,,
51001,"Accomack County, Virginia County",VA,Mortality,All,Female,Lung & Bronchus,44.2,14.0
51001,"Accomack County, Virginia County",VA,Mortality,White NH,Female,Lung & Bronchus,46.5,11.0
51001,"Accomack County, Virginia County",VA,Mortality,Black NH,Female,Lung & Bronchus,,
51001,"Accomack County, Virginia County",VA,Mortality,Hispanic,Female,Lung & Bronchus,,
51001,"Accomack County, Virginia County",VA,Mortality,All,Male,Lung & Bronchus,56.9,15.0
51001,"Accomack County, Virginia County",VA,Mortality,White NH,Male,Lung & Bronchus,54.8,12.0
51001,"Accomack County, Virginia County",VA,Mortality,Black NH,Male,Lung & Bronchus,77.9,4.0
51001,"Accomack County, Virginia County",VA,Mortality,Hispanic,Male,Lung & Bronchus,,
51001,"Accomack County, Virginia County",VA,Mortality,All,All,Melanoma of the Skin,,
51001,"Accomack County, Virginia County",VA,Mortality,White NH,All,Melanoma of the Skin,,
51001,"Accomack County, Virginia County",VA,Mortality,Black NH,All,Melanoma of the Skin,,
51001,"Accomack County, Virginia County",VA,Mortality,Hispanic,All,Melanoma of the Skin,,
51001,"Accomack County, Virginia County",VA,Mortality,All,Female,Melanoma of the Skin,,
51001,"Accomack County, Virginia County",VA,Mortality,White NH,Female,Melanoma of the Skin,,
51001,"Accomack County, Virginia County",VA,Mortality,Black NH,Female,Melanoma of the Skin,,
51001,"Accomack County, Virginia County",VA,Mortality,Hispanic,Female,Melanoma of the Skin,,
51001,"Accomack County, Virginia County",VA,Mortality,All,Male,Melanoma of the Skin,,
51001,"Accomack County, Virginia County",VA,Mortality,White NH,Male,Melanoma of the Skin,,
51001,"Accomack County, Virginia County",VA,Mortality,Black NH,Male,Melanoma of the Skin,,
51001,"Accomack County, Virginia County",VA,Mortality,Hispanic,Male,Melanoma of the Skin,,
51001,"Accomack County, Virginia County",VA,Mortality,All,All,Non-Hodgkin Lymphoma,6.3,3.0
51001,"Accomack County, Virginia County",VA,Mortality,White NH,All,Non-Hodgkin Lymphoma,,
51001,"Accomack County, Virginia County",VA,Mortality,Black NH,All,Non-Hodgkin Lymphoma,,
51001,"Accomack County, Virginia County",VA,Mortality,Hispanic,All,Non-Hodgkin Lymphoma,,
51001,"Accomack County, Virginia County",VA,Mortality,All,Female,Non-Hodgkin Lymphoma,,
51001,"Accomack County, Virginia County",VA,Mortality,White NH,Female,Non-Hodgkin Lymphoma,,
51001,"Accomack County, Virginia County",VA,Mortality,Black NH,Female,Non-Hodgkin Lymphoma,,
51001,"Accomack County, Virginia County",VA,Mortality,Hispanic,Female,Non-Hodgkin Lymphoma,,
51001,"Accomack County, Virginia County",VA,Mortality,All,Male,Non-Hodgkin Lymphoma,,
51001,"Accomack County, Virginia County",VA,Mortality,White NH,Male,Non-Hodgkin Lymphoma,,
51001,"Accomack County, Virginia County",VA,Mortality,Black NH,Male,Non-Hodgkin Lymphoma,,
51001,"Accomack County, Virginia County",VA,Mortality,Hispanic,Male,Non-Hodgkin Lymphoma,,
51001,"Accomack County, Virginia County",VA,Mortality,All,All,Oral Cavity & Pharynx,,
51001,"Accomack County, Virginia County",VA,Mortality,White NH,All,Oral Cavity & Pharynx,,
51001,"Accomack County, Virginia County",VA,Mortality,Black NH,All,Oral Cavity & Pharynx,,
51001,"Accomack County, Virginia County",VA,Mortality,Hispanic,All,Oral Cavity & Pharynx,,
51001,"Accomack County, Virginia County",VA,Mortality,All,Female,Oral Cavity & Pharynx,,
51001,"Accomack County, Virginia County",VA,Mortality,White NH,Female,Oral Cavity & Pharynx,,
51001,"Accomack County, Virginia County",VA,Mortality,Black NH,Female,Oral Cavity & Pharynx,,
51001,"Accomack County, Virginia County",VA,Mortality,Hispanic,Female,Oral Cavity & Pharynx,,
51001,"Accomack County, Virginia County",VA,Mortality,All,Male,Oral Cavity & Pharynx,,
51001,"Accomack County, Virginia County",VA,Mortality,White NH,Male,Oral Cavity & Pharynx,,
51001,"Accomack County, Virginia County",VA,Mortality,Black NH,Male,Oral Cavity & Pharynx,,
51001,"Accomack County, Virginia County",VA,Mortality,Hispanic,Male,Oral Cavity & Pharynx,,
51001,"Accomack County, Virginia County",VA,Mortality,All,Female,Ovary,,
51001,"Accomack County, Virginia County",VA,Mortality,White NH,Female,Ovary,,
51001,"Accomack County, Virginia County",VA,Mortality,Black NH,Female,Ovary,,
51001,"Accomack County, Virginia County",VA,Mortality,Hispanic,Female,Ovary,,
51001,"Accomack County, Virginia County",VA,Mortality,All,All,Pancreas,7.2,4.0
51001,"Accomack County, Virginia County",VA,Mortality,White NH,All,Pancreas,,
51001,"Accomack County, Virginia County",VA,Mortality,Black NH,All,Pancreas,,
51001,"Accomack County, Virginia County",VA,Mortality,Hispanic,All,Pancreas,,
51001,"Accomack County, Virginia County",VA,Mortality,All,Female,Pancreas,,
51001,"Accomack County, Virginia County",VA,Mortality,White NH,Female,Pancreas,,
51001,"Accomack County, Virginia County",VA,Mortality,Black NH,Female,Pancreas,,
51001,"Accomack County, Virginia County",VA,Mortality,Hispanic,Female,Pancreas,,
51001,"Accomack County, Virginia County",VA,Mortality,All,Male,Pancreas,,
51001,"Accomack County, Virginia County",VA,Mortality,White NH,Male,Pancreas,,
51001,"Accomack County, Virginia County",VA,Mortality,Black NH,Male,Pancreas,,
51001,"Accomack County, Virginia County",VA,Mortality,Hispanic,Male,Pancreas,,
51001,"Accomack County, Virginia County",VA,Mortality,All,Male,Prostate,32.0,8.0
51001,"Accomack County, Virginia County",VA,Mortality,White NH,Male,Prostate,23.7,5.0
51001,"Accomack County, Virginia County",VA,Mortality,Black NH,Male,Prostate,,
51001,"Accomack County, Virginia County",VA,Mortality,Hispanic,Male,Prostate,,
51001,"Accomack County, Virginia County",VA,Mortality,All,All,Stomach,,
51001,"Accomack County, Virginia County",VA,Mortality,White NH,All,Stomach,,
51001,"Accomack County, Virginia County",VA,Mortality,Black NH,All,Stomach,,
51001,"Accomack County, Virginia County",VA,Mortality,Hispanic,All,Stomach,,
51001,"Accomack County, Virginia County",VA,Mortality,All,Female,Stomach,,
51001,"Accomack County, Virginia County",VA,Mortality,White NH,Female,Stomach,,
51001,"Accomack County, Virginia County",VA,Mortality,Black NH,Female,Stomach,,
51001,"Accomack County, Virginia County",VA,Mortality,Hispanic,Female,Stomach,,
51001,"Accomack County, Virginia County",VA,Mortality,All,Male,Stomach,,
51001,"Accomack County, Virginia County",VA,Mortality,White NH,Male,Stomach,,
51001,"Accomack County, Virginia County",VA,Mortality,Black NH,Male,Stomach,,
51001,"Accomack County, Virginia County",VA,Mortality,Hispanic,Male,Stomach,,
51001,"Accomack County, Virginia County",VA,Mortality,All,All,Thyroid,,
51001,"Accomack County, Virginia County",VA,Mortality,White NH,All,Thyroid,,
51001,"Accomack County, Virginia County",VA,Mortality,Black NH,All,Thyroid,,
51001,"Accomack County, Virginia County",VA,Mortality,Hispanic,All,Thyroid,,
51001,"Accomack County, Virginia County",VA,Mortality,All,Female,Thyroid,,
51001,"Accomack County, Virginia County",VA,Mortality,White NH,Female,Thyroid,,
51001,"Accomack County, Virginia County",VA,Mortality,Black NH,Female,Thyroid,,
51001,"Accomack County, Virginia County",VA,Mortality,Hispanic,Female,Thyroid,,
51001,"Accomack County, Virginia County",VA,Mortality,All,Male,Thyroid,,
51001,"Accomack County, Virginia County",VA,Mortality,White NH,Male,Thyroid,,
51001,"Accomack County, Virginia County",VA,Mortality,Black NH,Male,Thyroid,,
51001,"Accomack County, Virginia County",VA,Mortality,Hispanic,Male,Thyroid,,
51007,"Amelia County, Virginia County",VA,Mortality,All,All,All Site,193.7,37.0
51007,"Amelia County, Virginia County",VA,Mortality,White NH,All,All Site,202.7,29.0
51007,"Amelia County, Virginia County",VA,Mortality,Black NH,All,All Site,183.7,8.0
51007,"Amelia County, Virginia County",VA,Mortality,Hispanic,All,All Site,,
51007,"Amelia County, Virginia County",VA,Mortality,All,Female,All Site,161.0,17.0
51007,"Amelia County, Virginia County",VA,Mortality,White NH,Female,All Site,172.7,13.0
51007,"Amelia County, Virginia County",VA,Mortality,Black NH,Female,All Site,145.7,4.0
51007,"Amelia County, Virginia County",VA,Mortality,Hispanic,Female,All Site,,
51007,"Amelia County, Virginia County",VA,Mortality,All,Male,All Site,239.2,21.0
51007,"Amelia County, Virginia County",VA,Mortality,White NH,Male,All Site,240.5,16.0
51007,"Amelia County, Virginia County",VA,Mortality,Black NH,Male,All Site,259.1,4.0
51007,"Amelia County, Virginia County",VA,Mortality,Hispanic,Male,All Site,,
51007,"Amelia County, Virginia County",VA,Mortality,All,All,Bladder,,
51007,"Amelia County, Virginia County",VA,Mortality,White NH,All,Bladder,,
51007,"Amelia County, Virginia County",VA,Mortality,Black NH,All,Bladder,,
51007,"Amelia County, Virginia County",VA,Mortality,Hispanic,All,Bladder,,
51007,"Amelia County, Virginia County",VA,Mortality,All,Female,Bladder,,
51007,"Amelia County, Virginia County",VA,Mortality,White NH,Female,Bladder,,
51007,"Amelia County, Virginia County",VA,Mortality,Black NH,Female,Bladder,,
51007,"Amelia County, Virginia County",VA,Mortality,Hispanic,Female,Bladder,,
51007,"Amelia County, Virginia County",VA,Mortality,All,Male,Bladder,,
51007,"Amelia County, Virginia County",VA,Mortality,White NH,Male,Bladder,,
51007,"Amelia County, Virginia County",VA,Mortality,Black NH,Male,Bladder,,
51007,"Amelia County, Virginia County",VA,Mortality,Hispanic,Male,Bladder,,
51007,"Amelia County, Virginia County",VA,Mortality,All,All,Brain & ONS,,
51007,"Amelia County, Virginia County",VA,Mortality,White NH,All,Brain & ONS,,
51007,"Amelia County, Virginia County",VA,Mortality,Black NH,All,Brain & ONS,,
51007,"Amelia County, Virginia County",VA,Mortality,Hispanic,All,Brain & ONS,,
51007,"Amelia County, Virginia County",VA,Mortality,All,Female,Brain & ONS,,
51007,"Amelia County, Virginia County",VA,Mortality,White NH,Female,Brain & ONS,,
51007,"Amelia County, Virginia County",VA,Mortality,Black NH,Female,Brain & ONS,,
51007,"Amelia County, Virginia County",VA,Mortality,Hispanic,Female,Brain & ONS,,
51007,"Amelia County, Virginia County",VA,Mortality,All,Male,Brain & ONS,,
51007,"Amelia County, Virginia County",VA,Mortality,White NH,Male,Brain & ONS,,
51007,"Amelia County, Virginia County",VA,Mortality,Black NH,Male,Brain & ONS,,
51007,"Amelia County, Virginia County",VA,Mortality,Hispanic,Male,Brain & ONS,,
51007,"Amelia County, Virginia County",VA,Mortality,All,Female,Cervix,,
51007,"Amelia County, Virginia County",VA,Mortality,White NH,Female,Cervix,,
51007,"Amelia County, Virginia County",VA,Mortality,Black NH,Female,Cervix,,
51007,"Amelia County, Virginia County",VA,Mortality,Hispanic,Female,Cervix,,
51007,"Amelia County, Virginia County",VA,Mortality,All,All,Colon & Rectum,,
51007,"Amelia County, Virginia County",VA,Mortality,White NH,All,Colon & Rectum,,
51007,"Amelia County, Virginia County",VA,Mortality,Black NH,All,Colon & Rectum,,
51007,"Amelia County, Virginia County",VA,Mortality,Hispanic,All,Colon & Rectum,,
51007,"Amelia County, Virginia County",VA,Mortality,All,Female,Colon & Rectum,,
51007,"Amelia County, Virginia County",VA,Mortality,White NH,Female,Colon & Rectum,,
51007,"Amelia County, Virginia County",VA,Mortality,Black NH,Female,Colon & Rectum,,
51007,"Amelia County, Virginia County",VA,Mortality,Hispanic,Female,Colon & Rectum,,
51007,"Amelia County, Virginia County",VA,Mortality,All,Male,Colon & Rectum,,
51007,"Amelia County, Virginia County",VA,Mortality,White NH,Male,Colon & Rectum,,
51007,"Amelia County, Virginia County",VA,Mortality,Black NH,Male,Colon & Rectum,,
51007,"Amelia County, Virginia County",VA,Mortality,Hispanic,Male,Colon & Rectum,,
51007,"Amelia County, Virginia County",VA,Mortality,All,Female,"Corpus Uteri & Uterus, NOS",,
51007,"Amelia County, Virginia County",VA,Mortality,White NH,Female,"Corpus Uteri & Uterus, NOS",,
51007,"Amelia County, Virginia County",VA,Mortality,Black NH,Female,"Corpus Uteri & Uterus, NOS",,
51007,"Amelia County, Virginia County",VA,Mortality,Hispanic,Female,"Corpus Uteri & Uterus, NOS",,
51007,"Amelia County, Virginia County",VA,Mortality,All,All,Esophagus,,
51007,"Amelia County, Virginia County",VA,Mortality,White NH,All,Esophagus,,
51007,"Amelia County, Virginia County",VA,Mortality,Black NH,All,Esophagus,,
51007,"Amelia County, Virginia County",VA,Mortality,Hispanic,All,Esophagus,,
51007,"Amelia County, Virginia County",VA,Mortality,All,Female,Esophagus,,
51007,"Amelia County, Virginia County",VA,Mortality,White NH,Female,Esophagus,,
51007,"Amelia County, Virginia County",VA,Mortality,Black NH,Female,Esophagus,,
51007,"Amelia County, Virginia County",VA,Mortality,Hispanic,Female,Esophagus,,
51007,"Amelia County, Virginia County",VA,Mortality,All,Male,Esophagus,,
51007,"Amelia County, Virginia County",VA,Mortality,White NH,Male,Esophagus,,
51007,"Amelia County, Virginia County",VA,Mortality,Black NH,Male,Esophagus,,
51007,"Amelia County, Virginia County",VA,Mortality,Hispanic,Male,Esophagus,,
51007,"Amelia County, Virginia County",VA,Mortality,All,Female,Female Breast,,
51007,"Amelia County, Virginia County",VA,Mortality,White NH,Female,Female Breast,,
51007,"Amelia County, Virginia County",VA,Mortality,Black NH,Female,Female Breast,,
51007,"Amelia County, Virginia County",VA,Mortality,Hispanic,Female,Female Breast,,
51007,"Amelia County, Virginia County",VA,Mortality,All,All,Kidney & Renal Pelvis,,
51007,"Amelia County, Virginia County",VA,Mortality,White NH,All,Kidney & Renal Pelvis,,
51007,"Amelia County, Virginia County",VA,Mortality,Black NH,All,Kidney & Renal Pelvis,,
51007,"Amelia County, Virginia County",VA,Mortality,Hispanic,All,Kidney & Renal Pelvis,,
51007,"Amelia County, Virginia County",VA,Mortality,All,Female,Kidney & Renal Pelvis,,
51007,"Amelia County, Virginia County",VA,Mortality,White NH,Female,Kidney & Renal Pelvis,,
51007,"Amelia County, Virginia County",VA,Mortality,Black NH,Female,Kidney & Renal Pelvis,,
51007,"Amelia County, Virginia County",VA,Mortality,Hispanic,Female,Kidney & Renal Pelvis,,
51007,"Amelia County, Virginia County",VA,Mortality,All,Male,Kidney & Renal Pelvis,,
51007,"Amelia County, Virginia County",VA,Mortality,White NH,Male,Kidney & Renal Pelvis,,
51007,"Amelia County, Virginia County",VA,Mortality,Black NH,Male,Kidney & Renal Pelvis,,
51007,"Amelia County, Virginia County",VA,Mortality,Hispanic,Male,Kidney & Renal Pelvis,,
51007,"Amelia County, Virginia County",VA,Mortality,All,All,Leukemia,,
51007,"Amelia County, Virginia County",VA,Mortality,White NH,All,Leukemia,,
51007,"Amelia County, Virginia County",VA,Mortality,Black NH,All,Leukemia,,
51007,"Amelia County, Virginia County",VA,Mortality,Hispanic,All,Leukemia,,
51007,"Amelia County, Virginia County",VA,Mortality,All,Female,Leukemia,,
51007,"Amelia County, Virginia County",VA,Mortality,White NH,Female,Leukemia,,
51007,"Amelia County, Virginia County",VA,Mortality,Black NH,Female,Leukemia,,
51007,"Amelia County, Virginia County",VA,Mortality,Hispanic,Female,Leukemia,,
51007,"Amelia County, Virginia County",VA,Mortality,All,Male,Leukemia,,
51007,"Amelia County, Virginia County",VA,Mortality,White NH,Male,Leukemia,,
51007,"Amelia County, Virginia County",VA,Mortality,Black NH,Male,Leukemia,,
51007,"Amelia County, Virginia County",VA,Mortality,Hispanic,Male,Leukemia,,
51007,"Amelia County, Virginia County",VA,Mortality,All,All,Liver & IBD,,
51007,"Amelia County, Virginia County",VA,Mortality,White NH,All,Liver & IBD,,
51007,"Amelia County, Virginia County",VA,Mortality,Black NH,All,Liver & IBD,,
51007,"Amelia County, Virginia County",VA,Mortality,Hispanic,All,Liver & IBD,,
51007,"Amelia County, Virginia County",VA,Mortality,All,Female,Liver & IBD,,
51007,"Amelia County, Virginia County",VA,Mortality,White NH,Female,Liver & IBD,,
51007,"Amelia County, Virginia County",VA,Mortality,Black NH,Female,Liver & IBD,,
51007,"Amelia County, Virginia County",VA,Mortality,Hispanic,Female,Liver & IBD,,
51007,"Amelia County, Virginia County",VA,Mortality,All,Male,Liver & IBD,,
51007,"Amelia County, Virginia County",VA,Mortality,White NH,Male,Liver & IBD,,
51007,"Amelia County, Virginia County",VA,Mortality,Black NH,Male,Liver & IBD,,
51007,"Amelia County, Virginia County",VA,Mortality,Hispanic,Male,Liver & IBD,,
51007,"Amelia County, Virginia County",VA,Mortality,All,All,Lung & Bronchus,51.0,11.0
51007,"Amelia County, Virginia County",VA,Mortality,White NH,All,Lung & Bronchus,53.8,8.0
51007,"Amelia County, Virginia County",VA,Mortality,Black NH,All,Lung & Bronchus,,
51007,"Amelia County, Virginia County",VA,Mortality,Hispanic,All,Lung & Bronchus,,
51007,"Amelia County, Virginia County",VA,Mortality,All,Female,Lung & Bronchus,36.0,4.0
51007,"Amelia County, Virginia County",VA,Mortality,White NH,Female,Lung & Bronchus,41.0,3.0
51007,"Amelia County, Virginia County",VA,Mortality,Black NH,Female,Lung & Bronchus,,
51007,"Amelia County, Virginia County",VA,Mortality,Hispanic,Female,Lung & Bronchus,,
51007,"Amelia County, Virginia County",VA,Mortality,All,Male,Lung & Bronchus,69.8,7.0
51007,"Amelia County, Virginia County",VA,Mortality,White NH,Male,Lung & Bronchus,68.4,5.0
51007,"Amelia County, Virginia County",VA,Mortality,Black NH,Male,Lung & Bronchus,,
51007,"Amelia County, Virginia County",VA,Mortality,Hispanic,Male,Lung & Bronchus,,
51007,"Amelia County, Virginia County",VA,Mortality,All,All,Melanoma of the Skin,,
51007,"Amelia County, Virginia County",VA,Mortality,White NH,All,Melanoma of the Skin,,
51007,"Amelia County, Virginia County",VA,Mortality,Black NH,All,Melanoma of the Skin,,
51007,"Amelia County, Virginia County",VA,Mortality,Hispanic,All,Melanoma of the Skin,,
51007,"Amelia County, Virginia County",VA,Mortality,All,Female,Melanoma of the Skin,,
51007,"Amelia County, Virginia County",VA,Mortality,White NH,Female,Melanoma of the Skin,,
51007,"Amelia County, Virginia County",VA,Mortality,Black NH,Female,Melanoma of the Skin,,
51007,"Amelia County, Virginia County",VA,Mortality,Hispanic,Female,Melanoma of the Skin,,
51007,"Amelia County, Virginia County",VA,Mortality,All,Male,Melanoma of the Skin,,
51007,"Amelia County, Virginia County",VA,Mortality,White NH,Male,Melanoma of the Skin,,
